"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.120343386E2,4.736771007E1,8.512516657E0,4.302063278E2,2.623909089E0,1.246885477E2,1.384184661E1,6.560234182E0
2.130343534E2,4.736767267E1,8.512527950E0,4.293127130E2,3.006401798E0,1.490327746E2,1.386205186E1,6.377278745E0
2.140343672E2,4.736764617E1,8.512545108E0,4.293941486E2,3.075674261E0,1.497563991E2,1.388124710E1,6.070621811E0
2.150343817E2,4.736763116E1,8.512565045E0,4.285643880E2,2.763805064E0,1.512687556E2,1.389948246E1,5.716383368E0
2.160343953E2,4.736759956E1,8.512612450E0,4.276599690E2,3.646315916E0,1.439064857E2,1.391680601E1,5.708002664E0
2.170344106E2,4.736759087E1,8.512668264E0,4.279890835E2,3.657175882E0,1.307699626E2,1.393326352E1,5.870859850E0
2.180344248E2,4.736757090E1,8.512687570E0,4.279597934E2,3.193444987E0,1.327919443E2,1.394889807E1,6.098349758E0
2.190344391E2,4.736755049E1,8.512723600E0,4.284987120E2,3.221015202E0,1.268872632E2,1.396375089E1,6.089772451E0
2.200344530E2,4.736754834E1,8.512749890E0,4.285021846E2,2.779100302E0,1.161619709E2,1.397786106E1,5.776065040E0
2.210344671E2,4.736752661E1,8.512766263E0,4.284523311E2,2.615852865E0,1.315050463E2,1.399126573E1,5.686067871E0
2.220344814E2,4.736749315E1,8.512798016E0,4.282671813E2,3.191598429E0,1.415216853E2,1.400400021E1,5.666114586E0
2.230344950E2,4.736748051E1,8.512844784E0,4.288876792E2,3.553479463E0,1.284421705E2,1.401609792E1,5.425338739E0
2.240345093E2,4.736747084E1,8.512883707E0,4.287180249E2,3.557715207E0,1.221173528E2,1.402759076E1,5.198070366E0
2.250345246E2,4.736744308E1,8.512919361E0,4.289669793E2,3.721617890E0,1.280142437E2,1.403850898E1,5.427665296E0
2.260345377E2,4.736743061E1,8.512941957E0,4.283162514E2,3.209781902E0,1.307550677E2,1.404888123E1,4.740053393E0
2.270345521E2,4.736739656E1,8.512931959E0,4.281075183E2,3.005147306E0,1.490659048E2,1.346938888E1,5.273341470E0
2.280345662E2,4.736737236E1,8.512954447E0,4.291975936E2,3.049993421E0,1.479084546E2,1.312994164E1,5.291338933E0
2.290332153E2,4.736738383E1,8.512953783E0,4.301849827E2,1.231924341E0,1.290647903E2,1.269747892E1,5.396332226E0
2.300332099E2,4.736736807E1,8.512972270E0,4.298648348E2,1.551739416E0,1.358554521E2,1.227418316E1,5.290684871E0
2.310332221E2,4.736734395E1,8.513008644E0,4.287991305E2,2.441901886E0,1.354130364E2,1.196138227E1,4.912690033E0
2.320332112E2,4.736734001E1,8.513052034E0,4.301776450E2,2.568368059E0,1.173826472E2,1.156748645E1,5.068290534E0
2.330331955E2,4.736731236E1,8.513056565E0,4.292251599E2,2.804806262E0,1.304175955E2,1.115486670E1,5.035729433E0
2.340332006E2,4.736730648E1,8.513072758E0,4.300090998E2,2.149238350E0,1.285011373E2,1.090022966E1,4.719018910E0
2.350331829E2,4.736725570E1,8.513069994E0,4.298775938E2,2.990502497E0,1.635352652E2,1.060355653E1,4.575467835E0
2.360331645E2,4.736723261E1,8.513086374E0,4.308521718E2,3.016210312E0,1.689323994E2,1.047507429E1,4.238205033E0
2.370331651E2,4.736720380E1,8.513099882E0,4.291364720E2,3.006149059E0,1.711310700E2,1.039170545E1,4.402494574E0
2.380331445E2,4.736717216E1,8.513123434E0,4.299420638E2,3.149902807E0,1.655107339E2,1.026253162E1,4.253152065E0
2.390331213E2,4.736716402E1,8.513176891E0,4.297675153E2,2.736344285E0,1.377920012E2,9.957548702E0,4.244294439E0
2.400331198E2,4.736714254E1,8.513198006E0,4.298264163E2,2.727598672E0,1.310309419E2,9.787105604E0,4.269111770E0
2.410330955E2,4.736712292E1,8.513234556E0,4.299139451E2,2.843609260E0,1.288659289E2,9.496353594E0,4.160580708E0
2.420330750E2,4.736710811E1,8.513261884E0,4.297983471E2,2.778387747E0,1.295349072E2,9.733833637E0,4.104934676E0
2.430330758E2,4.736709422E1,8.513288936E0,4.294320263E2,3.004586602E0,1.245541557E2,9.959439654E0,4.394351853E0
2.440330781E2,4.736708987E1,8.513316122E0,4.294299931E2,2.809711192E0,1.184772940E2,1.017376542E1,4.429093197E0
2.450330814E2,4.736706150E1,8.513337056E0,4.291886640E2,2.932509340E0,1.370971317E2,1.037737480E1,4.490035104E0
2.460330849E2,4.736703345E1,8.513356216E0,4.292431971E2,3.137107819E0,1.486839315E2,1.057080379E1,4.359662985E0
2.470330901E2,4.736700665E1,8.513369758E0,4.289735699E2,3.040765889E0,1.562713386E2,1.020155510E1,4.185486526E0
2.480330956E2,4.736698925E1,8.513400263E0,4.290049327E2,2.875236471E0,1.522211824E2,9.902385266E0,4.282320600E0
2.490331007E2,4.736697696E1,8.513407382E0,4.293909141E2,2.381200324E0,1.636704225E2,9.580507393E0,4.121332790E0
2.500331062E2,4.736696279E1,8.513440164E0,4.296951405E2,2.395790518E0,1.518895155E2,9.353620254E0,3.978558408E0
2.510331123E2,4.736695050E1,8.513457378E0,4.294152961E2,2.122058607E0,1.426701783E2,9.238885191E0,3.885409217E0
2.520331190E2,4.736693840E1,8.513493565E0,4.304315943E2,2.272295240E0,1.311931991E2,9.064242377E0,3.683422377E0
2.530331260E2,4.736692182E1,8.513504738E0,4.291560648E2,2.303785077E0,1.372479308E2,8.972590797E0,3.612661106E0
2.540331340E2,4.736689327E1,8.513536587E0,4.298945010E2,2.834657304E0,1.438759463E2,9.039177984E0,3.444120293E0
2.550331413E2,4.736688745E1,8.513581866E0,4.288580362E2,2.765525363E0,1.304002890E2,8.985166485E0,3.566136141E0
2.560331491E2,4.736685463E1,8.513595178E0,4.297339200E2,2.849935840E0,1.451428738E2,8.877235224E0,3.540578137E0
2.570331573E2,4.736683319E1,8.513615236E0,4.292404942E2,2.567623412E0,1.482865697E2,8.726694952E0,3.351748963E0
2.580331665E2,4.736681543E1,8.513626176E0,4.306728315E2,2.090059300E0,1.498327264E2,8.687004255E0,3.436020880E0
2.590331746E2,4.736679455E1,8.513641047E0,4.312184612E2,2.263243208E0,1.547919871E2,8.646216564E0,3.593269624E0
2.600331831E2,4.736677533E1,8.513660002E0,4.295887574E2,2.272321783E0,1.552245659E2,8.515203419E0,3.347460915E0
2.610331932E2,4.736675220E1,8.513704868E0,4.304631285E2,2.794357724E0,1.473538579E2,8.314456579E0,3.396318513E0
2.620332024E2,4.736675541E1,8.513723711E0,4.301122041E2,1.905090514E0,1.278623425E2,8.370933327E0,3.492996937E0
2.630332121E2,4.736672701E1,8.513757923E0,4.304748127E2,2.586072758E0,1.326901873E2,8.328807483E0,3.348658081E0
2.640332217E2,4.736670807E1,8.513782168E0,4.300933635E2,2.676674747E0,1.346803599E2,8.300063253E0,3.369530572E0
2.650332313E2,4.736666915E1,8.513789253E0,4.307242781E2,3.202732950E0,1.556183473E2,8.149187042E0,3.639976874E0
2.660332412E2,4.736666576E1,8.513823233E0,4.306052847E2,2.509724575E0,1.502981706E2,8.014921550E0,3.904966834E0
2.670332521E2,4.736665969E1,8.513842669E0,4.302474768E2,1.949587180E0,1.386396504E2,7.863434495E0,4.043586983E0
2.680332624E2,4.736664022E1,8.513899454E0,4.306115519E2,2.522408675E0,1.245208702E2,7.892186439E0,3.954814522E0
2.690332729E2,4.736662088E1,8.513930259E0,4.303538567E2,2.495930159E0,1.322430876E2,7.883446983E0,3.973103859E0
2.700332839E2,4.736659914E1,8.513963795E0,4.305418264E2,2.445713469E0,1.335525980E2,7.664996411E0,3.877807648E0
2.710332943E2,4.736658061E1,8.513976133E0,4.301514117E2,2.158989416E0,1.442373615E2,7.796888871E0,3.729066129E0
2.720333056E2,4.736653876E1,8.513993249E0,4.302585211E2,3.094308368E0,1.545626947E2,7.740836247E0,3.585526923E0
2.730333167E2,4.736651849E1,8.514002629E0,4.294214583E2,2.871117403E0,1.597901466E2,7.621410781E0,3.336201677E0
2.740333276E2,4.736651371E1,8.514027655E0,4.295289130E2,2.290756347E0,1.474231432E2,7.480960344E0,3.519842637E0
2.750333381E2,4.736649672E1,8.514040174E0,4.298266143E2,1.957436525E0,1.542378847E2,7.331283886E0,3.745747005E0
2.760333493E2,4.736649369E1,8.514065987E0,4.295848729E2,1.327584454E0,1.386680984E2,7.154180974E0,3.931076488E0
2.770333617E2,4.736648751E1,8.514086072E0,4.292193764E2,8.417626945E-1,1.174509793E2,7.056845333E0,3.954245649E0
2.780333729E2,4.736646611E1,8.514113156E0,4.294776709E2,1.490422953E0,1.408388393E2,6.897233087E0,4.052859889E0
2.790333841E2,4.736645660E1,8.514128734E0,4.297691808E2,1.567668293E0,1.410999866E2,6.789412164E0,3.940588766E0
2.800333955E2,4.736642822E1,8.514169980E0,4.297547531E2,2.577033954E0,1.396366783E2,6.790445850E0,3.964436480E0
2.810334071E2,4.736640372E1,8.514217713E0,4.307254269E2,3.112200538E0,1.347967581E2,6.550923564E0,3.908991252E0
2.820334187E2,4.736639320E1,8.514245519E0,4.299498616E2,2.388796199E0,1.309933234E2,6.536884670E0,3.922139765E0
2.830334295E2,4.736638083E1,8.514274282E0,4.297490946E2,2.277847785E0,1.275157752E2,6.584532463E0,3.817453392E0
2.840334419E2,4.736636417E1,8.514304334E0,4.297051400E2,2.050075075E0,1.283206323E2,6.600117031E0,3.755968467E0
2.850334537E2,4.736633924E1,8.514314589E0,4.294081922E2,1.984885161E0,1.524284095E2,6.433905436E0,3.686440065E0
2.860334656E2,4.736632102E1,8.514330031E0,4.282905814E2,2.047153205E0,1.543362374E2,6.602411850E0,3.797069928E0
2.870334773E2,4.736628815E1,8.514360879E0,4.291319147E2,2.876069375E0,1.542349071E2,6.514992759E0,3.655443332E0
2.880334897E2,4.736627446E1,8.514380814E0,4.286704422E2,2.399012689E0,1.527229481E2,6.422762273E0,3.695110794E0
2.890335004E2,4.736625091E1,8.514402311E0,4.296346276E2,2.343996513E0,1.555811471E2,6.327385430E0,3.749973079E0
2.900335139E2,4.736623816E1,8.514410449E0,4.298124063E2,1.910335168E0,1.596294640E2,6.359838704E0,4.018203072E0
2.910335255E2,4.736620726E1,8.514428729E0,4.290055127E2,2.190310783E0,1.705098164E2,6.550013611E0,4.237617590E0
2.920335370E2,4.736618251E1,8.514473201E0,4.296287629E2,2.152933622E0,1.512848654E2,6.863102677E0,4.367937460E0
2.930335491E2,4.736615672E1,8.514490889E0,4.299185278E2,2.454015885E0,1.515093191E2,6.844300066E0,4.001981617E0
2.940335616E2,4.736613368E1,8.514516503E0,4.292754547E2,2.778013279E0,1.498110372E2,6.810681807E0,3.764948242E0
2.950335730E2,4.736611396E1,8.514545389E0,4.295701464E2,2.672538559E0,1.504344394E2,7.116579068E0,3.693971811E0
2.960335855E2,4.736608904E1,8.514565326E0,4.289406192E2,2.624375546E0,1.541717654E2,7.545068510E0,4.118420996E0
2.970335988E2,4.736606226E1,8.514575472E0,4.291878987E2,2.534101152E0,1.582085257E2,7.674993124E0,3.985929582E0
2.980336096E2,4.736603904E1,8.514600461E0,4.293381578E2,2.781181613E0,1.517258905E2,8.003541200E0,4.025413864E0
2.990336212E2,4.736601678E1,8.514622893E0,4.291876403E2,3.027486028E0,1.482620184E2,8.315661861E0,3.924571639E0
3.000336335E2,4.736600203E1,8.514639099E0,4.290278809E2,2.708246370E0,1.452126461E2,8.612176493E0,3.912051161E0
3.010336462E2,4.736597174E1,8.514661893E0,4.293282325E2,2.925840643E0,1.512724445E2,8.893865389E0,3.907467749E0
3.020336586E2,4.736595870E1,8.514688475E0,4.286250411E2,2.698433361E0,1.468851013E2,9.161469836E0,3.975455554E0
3.030336701E2,4.736593784E1,8.514710941E0,4.289741144E2,2.621845092E0,1.468851013E2,9.415694091E0,4.075115453E0
3.040336833E2,4.736592365E1,8.514735078E0,4.287667336E2,2.076803020E0,1.468851013E2,9.657207127E0,4.168177975E0
3.050336951E2,4.736591150E1,8.514750452E0,4.287004898E2,1.832037410E0,1.468851013E2,9.886644497E0,4.239621556E0
3.060337074E2,4.736589620E1,8.514751886E0,4.282070875E2,1.725374923E0,1.468851013E2,1.010460999E1,4.428366401E0
3.070337197E2,4.736588629E1,8.514754333E0,4.291121521E2,1.457474613E0,1.468851013E2,1.031167724E1,4.144679405E0
3.080337318E2,4.736586859E1,8.514765815E0,4.291650430E2,1.785219209E0,1.468851013E2,1.050839108E1,4.305950406E0
3.090337443E2,4.736584593E1,8.514788531E0,4.302618041E2,2.140600512E0,1.468851013E2,1.069526928E1,4.271415527E0
3.100337567E2,4.736582929E1,8.514808142E0,4.298365161E2,1.860094629E0,1.468851013E2,1.087280356E1,4.427244000E0
3.110337692E2,4.736581709E1,8.514825832E0,4.297327219E2,1.800626476E0,1.468851013E2,1.104146112E1,4.469525823E0
3.120337808E2,4.736579295E1,8.514849000E0,4.292458458E2,2.156599512E0,1.468851013E2,1.120168578E1,4.234907417E0
3.130337936E2,4.736577431E1,8.514866902E0,4.297175587E2,1.994475867E0,1.468851013E2,1.135389921E1,3.988076570E0
3.140338060E2,4.736577126E1,8.514869828E0,4.284881089E2,1.256071746E0,1.468851013E2,1.149850198E1,4.263331316E0
3.150338185E2,4.736575408E1,8.514886319E0,4.291179898E2,1.700389440E0,1.468851013E2,1.163587459E1,4.175893768E0
3.160338299E2,4.736574900E1,8.514891200E0,4.286651891E2,1.106478296E0,1.468851013E2,1.176637860E1,4.122013699E0
3.170338423E2,4.736573143E1,8.514908063E0,4.293719527E2,1.262694601E0,1.468851013E2,1.189035739E1,4.007781823E0
3.180338557E2,4.736569435E1,8.514943661E0,4.295390424E2,2.653427434E0,1.468851013E2,1.200813722E1,4.000493864E0
3.190338681E2,4.736566871E1,8.514968277E0,4.299571035E2,2.981086333E0,1.468851013E2,1.212002808E1,4.182904928E0
3.200338798E2,4.736565042E1,8.514985843E0,4.303705859E2,2.512537252E0,1.468851013E2,1.222632440E1,4.557100077E0
3.210338925E2,4.736562370E1,8.515022856E0,4.296589216E2,3.160855516E0,1.468851013E2,1.232730589E1,4.511155458E0
3.220339053E2,4.736559782E1,8.515052144E0,4.297680203E2,3.132435049E0,1.468851013E2,1.242323834E1,4.747026718E0
3.230339170E2,4.736557238E1,8.515076826E0,4.285622905E2,2.884661642E0,1.465912476E2,1.251437417E1,4.519264287E0
3.240339297E2,4.736554659E1,8.515101864E0,4.280558363E2,3.226328560E0,1.465912476E2,1.260095315E1,4.738247052E0
3.250339411E2,4.736553367E1,8.515114406E0,4.295084644E2,2.380676971E0,1.465912476E2,1.268320325E1,4.741490145E0
3.260339540E2,4.736551235E1,8.515135109E0,4.287477814E2,2.319933579E0,1.465912476E2,1.276134080E1,4.684616083E0
3.270339665E2,4.736548579E1,8.515160895E0,4.292346944E2,2.689512178E0,1.465912476E2,1.283557148E1,4.634964501E0
3.280339797E2,4.736547173E1,8.515174538E0,4.286449222E2,2.353251762E0,1.465912476E2,1.290609066E1,4.640419607E0
3.290339915E2,4.736545464E1,8.515191132E0,4.298865612E2,2.141765778E0,1.465912476E2,1.297308387E1,4.311373030E0
3.300340039E2,4.736543238E1,8.515212745E0,4.287068135E2,2.194575119E0,1.465912476E2,1.303672738E1,4.442883451E0
3.310340158E2,4.736541691E1,8.515227763E0,4.293396503E2,1.863122064E0,1.465912476E2,1.309718873E1,4.286095036E0
3.320340289E2,4.736538595E1,8.515257816E0,4.284656761E2,2.319024031E0,1.465912476E2,1.315462698E1,4.472834560E0
3.330340413E2,4.736537762E1,8.515265906E0,4.291823476E2,1.465479211E0,1.465912476E2,1.320919339E1,4.507165456E0
3.340340534E2,4.736533771E1,8.515304653E0,4.284688852E2,2.450407195E0,1.465912476E2,1.326103141E1,4.315231586E0
3.350340658E2,4.736529240E1,8.515348642E0,4.289326368E2,3.574818969E0,1.465912476E2,1.331027750E1,4.522304146E0
3.360340786E2,4.736527346E1,8.515367030E0,4.284534412E2,3.194912838E0,1.465912476E2,1.335706140E1,4.702492085E0
3.370340905E2,4.736524840E1,8.515391363E0,4.291782973E2,3.082736437E0,1.465912476E2,1.340150608E1,4.603825438E0
3.380341027E2,4.736519207E1,8.515446044E0,4.292108989E2,4.784878114E0,1.465912476E2,1.344372835E1,4.906426503E0
3.390341151E2,4.736515211E1,8.515485434E0,4.289715780E2,4.683551172E0,1.462440186E2,1.348383961E1,5.139770544E0
3.400341284E2,4.736513558E1,8.515501697E0,4.288320756E2,3.667200046E0,1.462440186E2,1.352194544E1,5.140456086E0
3.410341412E2,4.736513198E1,8.515505244E0,4.290663100E2,2.115641576E0,1.462440186E2,1.355814596E1,5.091992231E0
3.420341525E2,4.736511074E1,8.515526134E0,4.300052209E2,1.828501413E0,1.462440186E2,1.359253643E1,5.393124037E0
3.430341655E2,4.736508848E1,8.515548028E0,4.295912240E2,2.136927999E0,1.462440186E2,1.362520728E1,5.413702679E0
3.440341780E2,4.736505947E1,8.515576730E0,4.285923743E2,2.949397191E0,1.459794922E2,1.365624458E1,5.583213577E0
3.450341903E2,4.736504071E1,8.515595365E0,4.286839666E2,2.781685798E0,1.459794922E2,1.368573012E1,5.749128997E0
3.460342020E2,4.736499246E1,8.515643304E0,4.285918216E2,4.258222611E0,1.459794922E2,1.371374126E1,5.651237173E0
3.470342149E2,4.736496236E1,8.515673208E0,4.289732587E2,4.143275506E0,1.459794922E2,1.374035195E1,5.180507675E0
3.480342278E2,4.736493818E1,8.515697237E0,4.290716702E2,3.877249299E0,1.459794922E2,1.376563217E1,5.244616205E0
3.490342394E2,4.736492708E1,8.515708270E0,4.297618449E2,2.877952372E0,1.459794922E2,1.378964818E1,5.518297672E0
3.500342529E2,4.736491727E1,8.515718016E0,4.291929575E2,2.519922364E0,1.459794922E2,1.381246347E1,5.750498430E0
3.510342654E2,4.736490324E1,8.515732317E0,4.292033039E2,2.416162904E0,1.454095154E2,1.383413806E1,5.754684478E0
3.520342765E2,4.736488773E1,8.515748067E0,4.287926307E2,2.246615826E0,1.454095154E2,1.385472892E1,5.475206598E0
3.530342898E2,4.736486403E1,8.515772116E0,4.292952546E2,2.388094275E0,1.454095154E2,1.387429024E1,5.289210933E0
3.540343019E2,4.736483820E1,8.515798340E0,4.292427207E2,2.922354778E0,1.454095154E2,1.389287346E1,5.226339290E0
3.550332303E2,4.736481276E1,8.515824159E0,4.291130768E2,2.990737884E0,1.454095154E2,1.391052751E1,5.089394984E0
3.560332355E2,4.736479709E1,8.515840065E0,4.285966054E2,2.785484974E0,1.454095154E2,1.392729887E1,5.637519073E0
3.570332447E2,4.736477964E1,8.515857782E0,4.285273917E2,2.631634749E0,1.454095154E2,1.394323165E1,5.259900536E0
3.580332468E2,4.736475199E1,8.515885847E0,4.287879498E2,3.130960675E0,1.454095154E2,1.395836774E1,5.083532559E0
3.590332462E2,4.736473850E1,8.515899530E0,4.292988787E2,2.811779319E0,1.454095154E2,1.397274711E1,5.101330471E0
3.600332519E2,4.736472608E1,8.515912145E0,4.294238560E2,2.393119195E0,1.454095154E2,1.398640749E1,4.884728671E0
3.610332481E2,4.736471157E1,8.515926870E0,4.298518795E2,2.055013874E0,1.454095154E2,1.399938487E1,4.948734279E0
3.620332422E2,4.736470431E1,8.515934239E0,4.291688065E2,1.432930519E0,1.454095154E2,1.401171336E1,4.876704612E0
3.630332427E2,4.736470483E1,8.515933706E0,4.295117739E2,1.066045056E0,1.454095154E2,1.402342545E1,4.947437296E0
3.640332342E2,4.736468998E1,8.515948782E0,4.292777804E2,1.185833283E0,1.454095154E2,1.403455189E1,4.675109848E0
3.650332202E2,4.736464782E1,8.515991580E0,4.290880159E2,2.628643509E0,1.454095154E2,1.404512198E1,4.786138001E0
3.660332135E2,4.736461354E1,8.516026374E0,4.293018147E2,3.234587407E0,1.454095154E2,1.405516359E1,4.911794068E0
3.670332060E2,4.736459396E1,8.516046245E0,4.291799908E2,2.993370359E0,1.454095154E2,1.406470315E1,5.083431128E0
3.680331968E2,4.736458281E1,8.516057560E0,4.286238172E2,2.379773135E0,1.454095154E2,1.407376573E1,5.145341822E0
3.690331945E2,4.736456061E1,8.516080098E0,4.289207495E2,2.283001066E0,1.454095154E2,1.408237518E1,5.289670218E0
3.700331920E2,4.736453967E1,8.516101264E0,4.287632489E2,2.544153988E0,1.454736938E2,1.409055416E1,5.491437298E0
3.710331912E2,4.736451908E1,8.516122120E0,4.286704046E2,2.793665924E0,1.454736938E2,1.409832420E1,5.638223526E0
3.720331911E2,4.736449215E1,8.516149301E0,4.295299564E2,2.944304822E0,1.454736938E2,1.410570571E1,5.418883714E0
3.730331919E2,4.736446596E1,8.516168112E0,4.291886984E2,2.871106524E0,1.454736938E2,1.411271815E1,5.184374811E0
3.740331935E2,4.736445103E1,8.516191028E0,4.288852002E2,2.545829870E0,1.454736938E2,1.411937996E1,5.010463443E0
3.750331942E2,4.736443635E1,8.516205943E0,4.283236300E2,2.141928750E0,1.453480225E2,1.412570869E1,4.603842335E0
3.760331968E2,4.736442684E1,8.516215613E0,4.278420084E2,1.469008993E0,1.453480225E2,1.413172100E1,4.452799556E0
3.770331995E2,4.736440497E1,8.516237860E0,4.281426382E2,1.590884321E0,1.453480225E2,1.413743267E1,4.912118286E0
3.780332040E2,4.736438161E1,8.516261626E0,4.269877138E2,2.071850773E0,1.453480225E2,1.364913646E1,4.798201003E0
3.790332068E2,4.736435512E1,8.516288578E0,4.269887926E2,2.504581654E0,1.453480225E2,1.320672782E1,4.448432360E0
3.800332117E2,4.736432435E1,8.516319886E0,4.274659834E2,2.821280704E0,1.453480225E2,1.292593177E1,4.746550748E0
3.810332158E2,4.736430101E1,8.516343625E0,4.276147480E2,2.984456426E0,1.453480225E2,1.259767953E1,4.673977284E0
3.820332210E2,4.736427414E1,8.516370969E0,4.272718854E2,2.769464728E0,1.453480225E2,1.249182454E1,4.626063073E0
3.830332272E2,4.736425939E1,8.516385974E0,4.275896655E2,2.273147260E0,1.453480225E2,1.228055085E1,4.416635606E0
3.840332330E2,4.736420945E1,8.516436658E0,4.268957055E2,3.527520561E0,1.454325562E2,1.211006230E1,4.394625088E0
3.850332389E2,4.736418359E1,8.516462886E0,4.267563199E2,3.324547637E0,1.454325562E2,1.195433806E1,4.477697968E0
3.860332457E2,4.736417292E1,8.516473707E0,4.268917738E2,2.386663548E0,1.454325562E2,1.167548695E1,4.572506897E0
3.870332527E2,4.736415515E1,8.516475651E0,4.272858031E2,2.026055045E0,1.454325562E2,1.133425803E1,4.780829022E0
3.880332592E2,4.736413279E1,8.516508103E0,4.276599139E2,2.489166184E0,1.454325562E2,1.112770148E1,4.308379155E0
3.890332664E2,4.736412730E1,8.516519973E0,4.269923007E2,1.263139941E0,1.454325562E2,1.087987419E1,4.678999185E0
3.900332748E2,4.736411259E1,8.516534891E0,4.262014877E2,2.028882641E0,1.454325562E2,1.074461960E1,4.357256565E0
3.910332824E2,4.736409907E1,8.516536497E0,4.273633817E2,1.259575696E0,1.454325562E2,1.056353918E1,4.157961869E0
3.920332903E2,4.736408378E1,8.516551004E0,4.276051340E2,1.121991504E0,1.454325562E2,1.091001614E1,4.305342636E0
3.930332984E2,4.736406421E1,8.516578664E0,4.275378454E2,1.202286336E0,1.454325562E2,1.106459097E1,4.080821425E0
3.940333070E2,4.736403696E1,8.516609478E0,4.279398924E2,1.553491565E0,1.454325562E2,1.121443380E1,4.229201215E0
3.950333148E2,4.736397366E1,8.516658858E0,4.281570499E2,3.924466722E0,1.459945984E2,1.136289202E1,4.194539951E0
3.960333235E2,4.736397997E1,8.516665409E0,4.270922816E2,1.277129891E0,1.459945984E2,1.152214290E1,4.305231454E0
3.970333328E2,4.736395484E1,8.516686847E0,4.272569003E2,1.690895757E0,1.459945984E2,1.169361969E1,4.497185485E0
3.980333426E2,4.736395057E1,8.516681779E0,4.260592691E2,7.838439024E-1,1.459945984E2,1.172239339E1,4.608297798E0
3.990333513E2,4.736392981E1,8.516702396E0,4.274537819E2,7.350848203E-1,1.459945984E2,1.165966232E1,4.575445839E0
4.000333607E2,4.736390143E1,8.516741449E0,4.263462264E2,1.537391410E0,1.459945984E2,1.171059703E1,4.572047021E0
4.010333705E2,4.736387921E1,8.516760297E0,4.277102106E2,2.019616207E0,1.459945984E2,1.175446503E1,4.577587218E0
4.020333800E2,4.736383962E1,8.516807922E0,4.283242096E2,2.748633945E0,1.459945984E2,1.177329074E1,5.149139372E0
4.030333897E2,4.736381861E1,8.516836478E0,4.304928807E2,3.098603443E0,1.052879777E2,1.156267836E1,5.118822725E0
4.040333986E2,4.736379859E1,8.516868218E0,4.297197080E2,3.163409707E0,1.027040106E2,1.138205827E1,5.255609834E0
4.050334088E2,4.736378452E1,8.516897327E0,4.292131272E2,2.526857475E0,1.073503254E2,1.128687235E1,5.681286881E0
4.060334184E2,4.736376404E1,8.516928840E0,4.288240477E2,2.445880902E0,1.217065527E2,1.113217984E1,5.283709236E0
4.070334282E2,4.736371970E1,8.516933998E0,4.269846664E2,2.725389894E0,1.585283203E2,1.128729447E1,5.448740812E0
4.080334386E2,4.736370744E1,8.516935884E0,4.266516828E2,1.749333328E0,1.585283203E2,1.122720322E1,5.603299837E0
4.090334483E2,4.736365288E1,8.516959191E0,4.263735073E2,2.487309951E0,1.585283203E2,1.106328540E1,5.942150299E0
4.100334589E2,4.736362243E1,8.516966898E0,4.267786344E2,2.678269182E0,1.585283203E2,1.077347225E1,5.895107997E0
4.110334693E2,4.736360992E1,8.516974138E0,4.267360912E2,1.730899076E0,1.585283203E2,1.063357237E1,5.895657766E0
4.120334787E2,4.736359637E1,8.516981983E0,4.255705250E2,1.375351727E0,1.585283203E2,1.055936357E1,5.725327341E0
4.130334896E2,4.736358312E1,8.517004586E0,4.259313174E2,1.557137652E0,1.226650723E2,1.031485508E1,5.382865199E0
4.140335001E2,4.736361725E1,8.516973553E0,4.256275016E2,1.703692146E0,1.306497256E2,1.002136736E1,5.461433514E0
4.150335104E2,4.736361318E1,8.517006450E0,4.265822165E2,1.966629683E0,1.362528394E2,9.811962589E0,5.267911724E0
4.160335208E2,4.736360455E1,8.517052967E0,4.242583925E2,2.641526206E0,1.171515236E2,9.707840658E0,5.134075747E0
4.170335314E2,4.736355404E1,8.517065350E0,4.229572005E2,2.318641914E0,1.413731360E2,9.533459249E0,5.346983837E0
4.180335426E2,4.736352187E1,8.517130260E0,4.230021212E2,3.205098592E0,1.320049648E2,9.283997186E0,5.062251862E0
4.190335523E2,4.736350964E1,8.517201138E0,4.235403803E2,3.123918951E0,1.128472409E2,9.208468701E0,4.826911709E0
4.200335640E2,4.736346575E1,8.517251650E0,4.237820017E2,2.671454349E0,1.321697364E2,9.390381023E0,4.789125163E0
4.210335737E2,4.736342773E1,8.517330275E0,4.240443387E2,1.797577991E0,1.411325714E2,9.105253127E0,4.889346881E0
4.220335852E2,4.736341119E1,8.517362920E0,4.238116790E2,2.111314944E0,1.543674529E2,9.149130095E0,4.741203332E0
4.230335957E2,4.736338763E1,8.517385379E0,4.259919908E2,2.293569895E0,1.513370546E2,9.035462887E0,4.842522613E0
4.240336064E2,4.736335475E1,8.517400082E0,4.248514148E2,2.752643757E0,1.558708002E2,8.868069740E0,4.588152911E0
4.250336173E2,4.736333201E1,8.517416064E0,4.239669472E2,2.704383585E0,1.493245788E2,8.751091047E0,4.278557157E0
4.264637172E2,4.736309435E1,8.517154892E0,4.267310792E2,8.357560325E-1,3.015251183E2,1.424595230E1,8.094977725E0
4.274637225E2,4.736308977E1,8.517137196E0,4.261798175E2,9.189256221E-1,2.836292393E2,1.424595244E1,8.175738981E0
4.284637282E2,4.736309187E1,8.517111362E0,4.266919227E2,1.456511517E0,2.818445762E2,1.424595255E1,7.924526377E0
