"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.140854615E2,4.736474456E1,8.508004563E0,4.433741824E2,6.526656695E-1,2.850931396E2,5.994425948E0,3.849763513E0
2.150854677E2,4.736474878E1,8.507981530E0,4.433774380E2,1.060795670E0,2.850931396E2,5.961972501E0,3.833809059E0
2.160854736E2,4.736481004E1,8.508000069E0,4.437773481E2,9.171603245E-1,2.806350835E2,5.996250404E0,3.848027148E0
2.170854796E2,4.736481426E1,8.507989675E0,4.439221318E2,8.866062851E-1,2.825925889E2,5.933520259E0,3.797329067E0
2.180854847E2,4.736481712E1,8.507975788E0,4.441801419E2,9.185363237E-1,2.797397956E2,5.923830002E0,3.607075969E0
2.190854896E2,4.736482129E1,8.507971187E0,4.440515644E2,5.633958063E-1,2.867652539E2,5.975742658E0,3.556308486E0
2.200844898E2,4.736482276E1,8.507954543E0,4.440810325E2,6.783335456E-1,2.828886208E2,5.891071915E0,3.575896289E0
2.210844854E2,4.736482847E1,8.507927060E0,4.441134654E2,1.052673021E0,2.858349616E2,6.043863572E0,3.658872273E0
2.220844937E2,4.736483443E1,8.507915320E0,4.440072315E2,1.141099478E0,2.876193103E2,5.974914086E0,3.870862872E0
2.230844869E2,4.736483827E1,8.507902062E0,4.441717142E2,1.101813583E0,2.852833812E2,6.001669830E0,3.930203385E0
2.240844848E2,4.736484061E1,8.507870731E0,4.441881484E2,1.482414667E0,2.826550147E2,6.078042152E0,3.959274844E0
2.250844992E2,4.736484718E1,8.507853516E0,4.440444693E2,1.418727424E0,2.848809793E2,6.152936114E0,4.114181719E0
2.260845033E2,4.736486111E1,8.507845549E0,4.431768288E2,1.000910920E0,3.114634793E2,6.218091466E0,3.932611410E0
2.270845047E2,4.736486663E1,8.507831960E0,4.441438915E2,1.193123598E0,3.097877522E2,6.194301007E0,3.959211795E0
2.280845209E2,4.736486456E1,8.507824756E0,4.433599896E2,7.635786521E-1,3.076141664E2,6.297732690E0,3.833466699E0
2.290845202E2,4.736486614E1,8.507804481E0,4.441994549E2,9.378587671E-1,2.970472266E2,6.338306272E0,3.642613388E0
2.300845237E2,4.736487068E1,8.507787278E0,4.436842048E2,1.136891256E0,2.988332911E2,6.457037700E0,3.695887658E0
2.310845430E2,4.736487578E1,8.507773636E0,4.429893395E2,1.228765513E0,3.014955374E2,6.585432950E0,3.723524591E0
2.320845474E2,4.736486905E1,8.507751089E0,4.426871162E2,1.157563599E0,2.872479846E2,6.603383933E0,3.979687394E0
2.330845487E2,4.736486762E1,8.507733941E0,4.427753066E2,8.450078672E-1,2.810292913E2,6.460673547E0,3.962828464E0
2.340845700E2,4.736486771E1,8.507716686E0,4.434407164E2,8.804305304E-1,2.828648198E2,6.449768077E0,3.828168341E0
2.350845924E2,4.736486385E1,8.507699126E0,4.433346906E2,1.022485133E0,2.811484074E2,6.492202653E0,3.792600272E0
2.360846120E2,4.736486307E1,8.507679714E0,4.434335139E2,1.167790995E0,2.773469588E2,6.404398823E0,3.775932042E0
2.370846324E2,4.736486936E1,8.507670701E0,4.432241296E2,8.545506926E-1,2.842539754E2,6.562027571E0,3.974320244E0
2.380846516E2,4.736486811E1,8.507656088E0,4.432994885E2,8.087393581E-1,2.869308469E2,6.623258683E0,4.390072810E0
2.390846698E2,4.736487596E1,8.507635844E0,4.441997633E2,1.081231682E0,2.957326418E2,6.714561609E0,4.399304701E0
2.400846873E2,4.736487925E1,8.507618830E0,4.432601396E2,9.412787305E-1,2.935369736E2,7.002199046E0,4.487977207E0
2.410847043E2,4.736487574E1,8.507597188E0,4.434969973E2,1.189103846E0,2.828601755E2,6.986086355E0,4.352691801E0
2.420847192E2,4.736487994E1,8.507592057E0,4.438164876E2,1.059390008E0,2.910698921E2,6.852689609E0,4.167143905E0
2.430847354E2,4.736488153E1,8.507566440E0,4.435536971E2,1.352857296E0,2.854400754E2,6.764793767E0,3.969111745E0
2.440847504E2,4.736488301E1,8.507556559E0,4.438377150E2,9.428909328E-1,2.830517868E2,6.803419263E0,3.753291232E0
2.450847643E2,4.736488215E1,8.507537836E0,4.436032879E2,9.395453590E-1,2.793152482E2,6.758271517E0,4.069116478E0
2.460847782E2,4.736488353E1,8.507528850E0,4.438083847E2,9.308787996E-1,2.826159197E2,6.765770311E0,4.066373830E0
2.470847920E2,4.736489034E1,8.507517110E0,4.444450079E2,1.092847913E0,2.893531972E2,6.531413529E0,4.059342680E0
2.480848050E2,4.736488812E1,8.507494699E0,4.442736054E2,1.143108013E0,2.814893909E2,6.384626166E0,4.051709651E0
2.490848191E2,4.736489202E1,8.507477765E0,4.442900026E2,1.295975717E0,2.814963874E2,6.214390387E0,3.833120599E0
2.500848310E2,4.736489832E1,8.507463850E0,4.440858694E2,1.108081355E0,2.845453857E2,6.174007907E0,3.742819763E0
2.510848433E2,4.736490119E1,8.507457786E0,4.439082715E2,8.514905771E-1,2.787285003E2,6.214699699E0,3.750925872E0
2.520848542E2,4.736490053E1,8.507436994E0,4.442050791E2,9.323475045E-1,2.728687943E2,6.179580025E0,3.789962865E0
2.530848667E2,4.736490546E1,8.507422755E0,4.442882317E2,9.866259015E-1,2.749944086E2,6.053330744E0,3.610728843E0
2.540848768E2,4.736491007E1,8.507408375E0,4.447579176E2,1.035581662E0,2.746201810E2,5.920639979E0,3.703614099E0
2.550848887E2,4.736491727E1,8.507386385E0,4.444659907E2,1.388957435E0,2.778184042E2,5.939715711E0,3.801645318E0
2.560848980E2,4.736491789E1,8.507380933E0,4.445336224E2,9.055349721E-1,2.713430876E2,5.964725372E0,4.002973421E0
2.570849087E2,4.736492237E1,8.507361939E0,4.444280234E2,1.035655083E0,2.772302748E2,5.929190983E0,4.142889282E0
2.580849197E2,4.736492234E1,8.507346647E0,4.444517265E2,1.119085798E0,2.753206258E2,6.022360540E0,4.270554944E0
2.590849285E2,4.736492504E1,8.507334305E0,4.437858450E2,7.975618894E-1,2.754238395E2,6.029264165E0,4.201838176E0
2.600849393E2,4.736492866E1,8.507320175E0,4.441493207E2,9.898124208E-1,2.798435201E2,5.943524607E0,4.060144539E0
2.610849483E2,4.736492889E1,8.507312715E0,4.447611474E2,9.463896181E-1,2.773138325E2,5.864328634E0,4.002766049E0
2.620849573E2,4.736493366E1,8.507298708E0,4.449328422E2,1.133262352E0,2.790057577E2,5.840147367E0,3.977478841E0
2.630849670E2,4.736492965E1,8.507288125E0,4.460596788E2,9.957586267E-1,2.728227141E2,5.866646627E0,3.983968435E0
2.640849756E2,4.736493102E1,8.507269423E0,4.457297186E2,1.162984862E0,2.783173470E2,5.809878819E0,3.925697354E0
2.650849844E2,4.736493617E1,8.507257534E0,4.455851683E2,1.046795292E0,2.889718594E2,5.755444126E0,3.901023561E0
2.660849938E2,4.736493828E1,8.507243180E0,4.453868927E2,9.744199863E-1,2.904019702E2,5.767014146E0,3.894577051E0
2.670850024E2,4.736494308E1,8.507226965E0,4.454154973E2,1.226266553E0,2.872734878E2,5.741213249E0,3.833816381E0
2.680850111E2,4.736494400E1,8.507213072E0,4.453705273E2,1.271884272E0,2.837726745E2,5.593827890E0,3.744492590E0
2.690850192E2,4.736495097E1,8.507200006E0,4.448553454E2,1.239249130E0,2.915168913E2,5.474130483E0,3.694614926E0
2.700850285E2,4.736495373E1,8.507188460E0,4.443217113E2,1.094416605E0,2.936613144E2,5.317934648E0,3.859911966E0
2.710850365E2,4.736495072E1,8.507184519E0,4.453812722E2,7.670068387E-1,2.792993034E2,5.286572205E0,3.726865684E0
2.720850441E2,4.736495332E1,8.507167310E0,4.453415074E2,8.460277141E-1,2.819917621E2,5.191800826E0,3.733334466E0
2.730850525E2,4.736495879E1,8.507151355E0,4.456673332E2,1.082083586E0,2.818601232E2,5.161732158E0,3.633146533E0
2.740850603E2,4.736496181E1,8.507135908E0,4.461270869E2,1.225183974E0,2.819172411E2,5.092683051E0,3.489046774E0
2.750850686E2,4.736496427E1,8.507116320E0,4.449186539E2,1.062750770E0,2.866743491E2,5.390359104E0,3.369410841E0
2.760850761E2,4.736495642E1,8.507104606E0,4.452057734E2,1.226764651E0,2.711234004E2,5.448081681E0,3.383384508E0
2.770850847E2,4.736495610E1,8.507089308E0,4.451487293E2,1.163866563E0,2.716999334E2,5.506777073E0,3.408256895E0
2.780850920E2,4.736496661E1,8.507073548E0,4.443199504E2,1.138573897E0,2.877642655E2,5.462944542E0,3.387752546E0
2.790850992E2,4.736496972E1,8.507061461E0,4.447011689E2,9.655641193E-1,2.858732998E2,5.411186287E0,3.241932450E0
2.800851066E2,4.736496579E1,8.507049138E0,4.444647913E2,8.602432299E-1,2.729052093E2,5.446177737E0,3.373807074E0
2.810851143E2,4.736496963E1,8.507028012E0,4.443363432E2,1.145362305E0,2.771614880E2,5.479495573E0,3.281665968E0
2.820851223E2,4.736497349E1,8.507008173E0,4.445778143E2,1.184514825E0,2.785118932E2,5.594838157E0,3.293049741E0
2.830851305E2,4.736497450E1,8.507000336E0,4.452310226E2,9.746352870E-1,2.824558197E2,5.550385292E0,3.215396181E0
2.840851366E2,4.736498161E1,8.506976888E0,4.450883342E2,1.081618737E0,2.861074340E2,5.779010580E0,3.302159790E0
2.850851444E2,4.736497738E1,8.506969771E0,4.448807391E2,7.842699822E-1,2.737099495E2,5.906978542E0,3.173482118E0
2.860851516E2,4.736498548E1,8.506933293E0,4.455926044E2,1.490947153E0,2.812622552E2,5.870749866E0,3.234161200E0
2.870851598E2,4.736499365E1,8.506918697E0,4.451512296E2,1.325091537E0,2.870717334E2,5.759318460E0,3.275235373E0
2.880851670E2,4.736499615E1,8.506910152E0,4.451499699E2,1.063294066E0,2.903638721E2,5.678693831E0,3.097967234E0
2.890851737E2,4.736500416E1,8.506900906E0,4.456341225E2,1.024418757E0,2.972829183E2,5.723024686E0,3.060715748E0
2.900851810E2,4.736500690E1,8.506886008E0,4.458097105E2,1.161381433E0,2.887970430E2,5.612761803E0,3.000000000E0
2.910851891E2,4.736500313E1,8.506879804E0,4.457372001E2,8.716872234E-1,2.826519859E2,5.690869662E0,3.000000000E0
2.920851960E2,4.736500320E1,8.506852171E0,4.455838241E2,1.202586462E0,2.866280374E2,5.913667124E0,3.155975031E0
2.930852028E2,4.736500603E1,8.506833649E0,4.458004826E2,1.295782229E0,2.869062737E2,6.015392515E0,3.122355891E0
2.940852107E2,4.736500075E1,8.506812142E0,4.460027126E2,1.348323655E0,2.816444491E2,6.017270073E0,3.030218038E0
2.950852175E2,4.736500267E1,8.506801337E0,4.460400319E2,1.124250654E0,2.821100954E2,6.055543839E0,3.008883385E0
2.960852250E2,4.736500672E1,8.506781071E0,4.462406790E2,1.319475821E0,2.886529410E2,6.035771392E0,3.000000000E0
2.970852310E2,4.736500035E1,8.506760331E0,4.461384606E2,1.400569181E0,2.743788481E2,5.935464504E0,3.000000000E0
2.980852383E2,4.736500447E1,8.506719767E0,4.459350360E2,2.112463034E0,2.780442043E2,5.879087393E0,3.000000000E0
2.990852451E2,4.736499933E1,8.506711162E0,4.459192910E2,1.460421362E0,2.743961064E2,6.038339650E0,3.000000000E0
3.000852524E2,4.736498736E1,8.506693644E0,4.460665592E2,1.353688026E0,2.594267110E2,5.956419935E0,3.000000000E0
3.010852599E2,4.736499810E1,8.506686128E0,4.464049712E2,8.689866584E-1,2.747687502E2,5.970267542E0,3.000000000E0
