"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.676968000E0,-3.862503052E1,1.071608925E1,-2.526169586E1
1.686965000E0,-3.882275391E1,9.205896378E0,-2.525164795E1
1.696962000E0,-3.921615601E1,7.822608948E0,-2.521163940E1
1.706959000E0,-3.940632629E1,6.422109604E0,-2.551122284E1
1.716957000E0,-3.982734680E1,5.245834351E0,-2.541625977E1
1.726954000E0,-3.982955933E1,3.821327209E0,-2.539661407E1
1.736951000E0,-4.024020386E1,2.624582291E0,-2.528044128E1
1.746948000E0,-4.017948914E1,1.469730377E0,-2.527567291E1
1.756945000E0,-4.022518921E1,3.518466949E-1,-2.495474625E1
1.766942000E0,-4.001731873E1,-7.792148590E-1,-2.520996475E1
1.776939000E0,-4.011413574E1,-1.734277725E0,-2.497571182E1
1.786936000E0,-3.985583496E1,-2.696815491E0,-2.510961533E1
1.796933000E0,-4.005276489E1,-3.492641449E0,-2.518768692E1
1.806930000E0,-3.983963013E1,-4.346174240E0,-2.532166672E1
1.816927000E0,-3.990396118E1,-5.018030167E0,-2.535770035E1
1.826924000E0,-3.952459717E1,-5.603139877E0,-2.564362717E1
1.836922000E0,-3.951329041E1,-5.729589462E0,-2.509222412E1
1.846919000E0,-3.941906738E1,-5.944368362E0,-2.534813690E1
1.856916000E0,-3.968315125E1,-5.814523697E0,-2.515611267E1
1.866913000E0,-3.952299500E1,-5.594079971E0,-2.519071198E1
1.876910000E0,-3.974746704E1,-5.331838608E0,-2.510376740E1
1.886907000E0,-3.969862366E1,-4.918489456E0,-2.529306030E1
1.896904000E0,-4.003192139E1,-4.109516144E0,-2.525982666E1
1.906901000E0,-4.009498596E1,-3.248439789E0,-2.500307465E1
1.916898000E0,-4.036691284E1,-2.299005508E0,-2.476741409E1
1.926895000E0,-4.033354187E1,-1.164943695E0,-2.503488541E1
1.936892875E0,-4.038356018E1,2.362976074E-1,-2.522799683E1
1.946889875E0,-3.993910217E1,1.578655243E0,-2.548369598E1
1.956887875E0,-3.995135498E1,2.791343689E0,-2.554162979E1
1.966884875E0,-3.962724304E1,3.911664963E0,-2.587599564E1
1.976881875E0,-3.956051636E1,5.136228561E0,-2.578790283E1
1.986878875E0,-3.934541321E1,6.020492554E0,-2.604850769E1
1.996875875E0,-3.911468506E1,6.832138062E0,-2.610223389E1
2.006872875E0,-3.872441101E1,7.636653900E0,-2.616565704E1
2.016869875E0,-3.870066833E1,8.472854614E0,-2.624329758E1
2.026866875E0,-3.851660156E1,9.206165314E0,-2.620273972E1
2.036863875E0,-3.871313477E1,9.922315598E0,-2.593665695E1
2.046860875E0,-3.853001404E1,1.048699570E1,-2.605685806E1
2.056857875E0,-3.852117920E1,1.125979042E1,-2.550589371E1
2.066854875E0,-3.839854431E1,1.181805420E1,-2.541801071E1
2.076851875E0,-3.861354065E1,1.263719940E1,-2.501620483E1
2.086849875E0,-3.842536926E1,1.328554249E1,-2.480416107E1
2.096846875E0,-3.835987854E1,1.423724270E1,-2.429960632E1
2.106843875E0,-3.815238953E1,1.508698082E1,-2.401752472E1
2.116840875E0,-3.797229004E1,1.620195389E1,-2.367895508E1
2.126837875E0,-3.723364258E1,1.721473312E1,-2.369752502E1
2.136834875E0,-3.705616760E1,1.836270142E1,-2.332654572E1
2.146831875E0,-3.633601379E1,1.959550858E1,-2.351935577E1
2.156828875E0,-3.590998840E1,2.088386917E1,-2.308084106E1
2.166825875E0,-3.514096069E1,2.203090096E1,-2.329722595E1
2.176822875E0,-3.445933533E1,2.334666824E1,-2.339577103E1
2.186819875E0,-3.388159180E1,2.434319496E1,-2.313895798E1
2.196816875E0,-3.299768066E1,2.565008163E1,-2.278489304E1
2.206813875E0,-3.226214600E1,2.667343903E1,-2.270740891E1
2.216811875E0,-3.179066467E1,2.792743301E1,-2.229990768E1
2.226808875E0,-3.090057373E1,2.891716576E1,-2.187991714E1
2.236805875E0,-3.027296448E1,3.000593567E1,-2.135189438E1
2.246802875E0,-2.938409424E1,3.104247665E1,-2.124460220E1
2.256799875E0,-2.860388184E1,3.218328094E1,-2.055326843E1
2.266796875E0,-2.767047119E1,3.302640533E1,-1.994358826E1
2.276793875E0,-2.694630432E1,3.419738007E1,-1.951716232E1
2.286790875E0,-2.599678040E1,3.520204926E1,-1.941331863E1
2.296787875E0,-2.505134583E1,3.637637329E1,-1.859094620E1
2.306784875E0,-2.398408508E1,3.717044830E1,-1.813964462E1
2.316781875E0,-2.285910034E1,3.811742401E1,-1.749433517E1
2.326778875E0,-2.169059753E1,3.899139404E1,-1.674360275E1
2.336776875E0,-2.070993042E1,4.001081085E1,-1.592580032E1
2.346773875E0,-1.956291199E1,4.071046829E1,-1.561026382E1
2.356770875E0,-1.845466614E1,4.152366638E1,-1.495038223E1
2.366767875E0,-1.724874878E1,4.207632065E1,-1.436883163E1
2.376764875E0,-1.624832153E1,4.271569824E1,-1.365287399E1
2.386761875E0,-1.529528809E1,4.322464752E1,-1.329130554E1
2.396758875E0,-1.448498535E1,4.388037872E1,-1.266190338E1
2.406755875E0,-1.361337280E1,4.418101501E1,-1.246049881E1
2.416752875E0,-1.298768616E1,4.448217010E1,-1.208914566E1
2.426749875E0,-1.218177795E1,4.471945190E1,-1.173984146E1
2.436746875E0,-1.160624695E1,4.511081696E1,-1.143361282E1
2.446743875E0,-1.097843933E1,4.509086609E1,-1.158621597E1
2.456741875E0,-1.072926331E1,4.531356049E1,-1.138005447E1
2.466738875E0,-1.042889404E1,4.531010818E1,-1.175038910E1
2.476735875E0,-1.019534302E1,4.545647049E1,-1.182297897E1
2.486732875E0,-9.905090332E0,4.533452606E1,-1.239303970E1
2.496729875E0,-9.774887085E0,4.522237396E1,-1.266941071E1
2.506726875E0,-9.696411133E0,4.487244415E1,-1.331365204E1
2.516723875E0,-9.936187744E0,4.483137512E1,-1.378664398E1
2.526720875E0,-1.028070068E1,4.446242905E1,-1.449690628E1
2.536717875E0,-1.092655945E1,4.420735168E1,-1.504181671E1
2.546714875E0,-1.150959778E1,4.365551376E1,-1.582143021E1
2.556711875E0,-1.228524780E1,4.335172272E1,-1.628437805E1
2.566708875E0,-1.308139038E1,4.269940948E1,-1.706059265E1
2.576705875E0,-1.405146790E1,4.224126434E1,-1.751947403E1
2.586702875E0,-1.518872070E1,4.153008270E1,-1.785583878E1
2.596700875E0,-1.634582520E1,4.095512009E1,-1.841081619E1
2.606697875E0,-1.760722351E1,4.006055832E1,-1.909663773E1
2.616694875E0,-1.901527405E1,3.926898193E1,-1.948193741E1
2.626691875E0,-2.031123352E1,3.838176346E1,-1.978633118E1
