"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.067474042E0,2.642944336E1,-3.143912125E1,-1.639665985E1
2.077472042E0,2.879338074E1,-3.025542259E1,-1.486796188E1
2.087471042E0,3.007484436E1,-2.982464027E1,-1.292694473E1
2.097469042E0,3.033186340E1,-3.026923561E1,-1.146186447E1
2.107467042E0,2.896751404E1,-3.187062645E1,-1.045166016E1
2.117466042E0,2.640895081E1,-3.431114960E1,-9.992019653E0
2.127464042E0,2.237886047E1,-3.701425171E1,-1.009928131E1
2.137462042E0,1.679093933E1,-3.984723663E1,-1.041793823E1
2.147461042E0,9.716873169E0,-4.180766296E1,-1.176371765E1
2.157459042E0,2.192398071E0,-4.253137970E1,-1.370463943E1
2.167457042E0,-5.899734497E0,-4.158738708E1,-1.441384506E1
2.177456042E0,-1.350000000E1,-3.909281921E1,-1.602656555E1
2.187454042E0,-2.039723206E1,-3.523021698E1,-1.744336700E1
2.197453042E0,-2.579652405E1,-3.064782143E1,-1.857059097E1
2.207451042E0,-3.039932251E1,-2.481120491E1,-1.973414993E1
2.217449042E0,-3.402293396E1,-1.765478134E1,-2.050189972E1
2.227447042E0,-3.688629150E1,-1.047978592E1,-2.015284729E1
2.237446042E0,-3.836775208E1,-4.231313705E0,-1.954991913E1
2.247444042E0,-3.861189270E1,9.292984009E-1,-1.923024750E1
2.257442042E0,-3.845059204E1,5.005754471E0,-1.917711639E1
2.267441042E0,-3.765040588E1,8.359170914E0,-1.947431183E1
2.277439042E0,-3.661425781E1,1.133793259E1,-2.055849838E1
2.287437042E0,-3.535173035E1,1.356397915E1,-2.096474075E1
2.297436042E0,-3.440377808E1,1.565333843E1,-2.118298721E1
2.307434042E0,-3.356134033E1,1.739888763E1,-2.125135422E1
2.317432042E0,-3.285897827E1,1.905358124E1,-2.147719955E1
2.327431542E0,-3.208236694E1,2.048417473E1,-2.146856308E1
2.337429542E0,-3.153141785E1,2.144914818E1,-2.190445709E1
2.347427542E0,-3.111709595E1,2.211175537E1,-2.184887695E1
2.357426542E0,-3.107069397E1,2.263652611E1,-2.161682510E1
2.367424542E0,-3.137904358E1,2.318173599E1,-2.114737320E1
