"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.579887542E0,9.112720001E1,1.067445236E1,-2.150428162E0
2.589885542E0,8.152077667E1,-8.314609680E0,3.133284302E0
2.599883542E0,5.866570404E1,-2.881298309E1,1.691048447E1
2.609882542E0,4.377990921E1,-4.345358780E1,2.737986328E1
2.619880542E0,3.929912704E1,-5.847724594E1,2.811423615E1
2.629879542E0,3.481654861E1,-7.347351105E1,2.329755249E1
2.639877542E0,1.765189270E1,-8.421771835E1,1.378618149E1
2.649875542E0,2.155517578E-1,-9.365394562E1,-2.206262054E0
2.659874542E0,-5.795049133E0,-1.007059309E2,-8.781937866E0
2.669872542E0,-1.054107971E0,-1.043614792E2,-2.406994629E0
2.679870542E0,8.000263367E0,-1.048193770E2,6.725514221E-1
2.689869542E0,2.072185867E1,-1.011695169E2,2.479144592E0
2.699867542E0,4.102728333E1,-9.395526901E1,5.804329834E0
2.709865542E0,6.248156891E1,-8.390367142E1,8.666976929E0
2.719864542E0,7.623811203E1,-7.472266342E1,8.884624329E0
2.729862542E0,8.376251495E1,-6.900126114E1,8.941955109E0
2.739860542E0,9.411348999E1,-6.368386871E1,1.221415054E1
2.749859542E0,1.082237476E2,-5.560247406E1,1.631651962E1
2.759857542E0,1.141596538E2,-4.837535294E1,1.968271957E1
2.769855542E0,1.194544432E2,-4.004517563E1,2.351609802E1
2.779854542E0,1.400896321E2,-1.986504044E1,2.513962189E1
2.789852542E0,1.546498540E2,1.721270599E0,2.855956009E1
2.799850542E0,1.477753995E2,2.159080170E1,3.021930862E1
2.809849542E0,1.228390549E2,3.471940063E1,2.810226105E1
2.819847542E0,9.937235413E1,3.587514725E1,2.553001007E1
2.829845542E0,9.640133240E1,3.654994400E1,2.204390945E1
2.839843542E0,9.020721313E1,3.915033646E1,1.174921738E1
2.849842542E0,7.008051682E1,3.804578339E1,7.104226685E-1
2.859840542E0,5.891867798E1,3.882476349E1,-6.822961578E0
2.869838542E0,5.304144974E1,4.074811386E1,-1.011147308E1
2.879837542E0,3.841775986E1,4.174294510E1,-1.054467224E1
2.889835542E0,2.425181808E1,4.096276749E1,-1.565564392E1
2.899833542E0,1.375923752E1,4.174683701E1,-2.403970917E1
2.909832542E0,5.515879669E0,4.616534866E1,-2.881208496E1
2.919830542E0,-2.993924103E0,5.462874893E1,-2.663740723E1
2.929828542E0,-1.235575607E1,6.273963226E1,-1.310270279E1
2.939827542E0,-1.323607544E1,6.289710480E1,1.034798126E1
2.949825542E0,-1.068762497E1,5.980947556E1,3.907294739E1
2.959823542E0,-1.225845840E1,6.055776947E1,6.738821548E1
2.969821542E0,-6.774911499E0,5.528184082E1,7.658329422E1
2.979820542E0,5.935008087E0,5.064193954E1,6.253276245E1
2.989818542E0,2.067500610E1,4.542438950E1,3.975328262E1
2.999816542E0,2.926594116E1,3.798381226E1,1.630304764E1
3.009815542E0,3.285442886E1,3.234803192E1,-1.959125977E0
3.019813542E0,3.596990021E1,2.896282150E1,-1.163635208E1
3.029811542E0,4.117308014E1,2.844908981E1,-1.008303223E1
3.039810542E0,4.897141342E1,2.998788986E1,-3.279679871E0
3.049808542E0,5.502198120E1,3.306219681E1,5.078189850E0
3.059806542E0,6.285893417E1,3.679962479E1,1.500120483E1
3.069805542E0,7.210760147E1,3.994578232E1,1.837369171E1
3.079803542E0,8.137483017E1,4.241399963E1,1.818059326E1
3.089801542E0,8.873637177E1,4.275229614E1,1.934831497E1
3.099799542E0,9.615000504E1,4.338428192E1,1.991653336E1
3.109798542E0,1.060996646E2,4.218078461E1,1.832234848E1
3.119796542E0,1.097124019E2,3.409280365E1,1.512230301E1
3.129794542E0,1.035573514E2,2.852123978E1,8.283923492E0
3.139793542E0,1.051573741E2,2.139396103E1,-2.809657288E0
3.149791542E0,9.942294891E1,2.762655029E0,-3.743415527E0
3.159789542E0,7.351003510E1,-1.864432892E1,8.575666809E0
3.169788542E0,5.348752213E1,-3.602094406E1,2.262425262E1
3.179786542E0,4.689508118E1,-5.038237930E1,2.712853592E1
3.189784542E0,4.390265396E1,-6.777516083E1,2.317361023E1
3.199783542E0,3.315006409E1,-8.487859406E1,1.886601791E1
3.209781542E0,1.679297882E1,-9.871282562E1,7.493117981E0
3.219779542E0,-9.702822876E-1,-1.109123067E2,-4.048630829E0
3.229778542E0,-1.209784241E1,-1.196476913E2,-9.430389404E-2
3.239776542E0,-1.177466446E1,-1.243146863E2,4.596042480E0
3.249774542E0,3.332220612E0,-1.219055960E2,4.646786957E0
3.259773542E0,2.928674789E1,-1.122511226E2,4.436923370E0
3.269771542E0,5.885955093E1,-9.929975510E1,7.564818878E0
3.279769542E0,7.949114731E1,-8.639434204E1,1.183244431E1
3.289768542E0,9.071061630E1,-7.723937988E1,1.274045609E1
3.299766542E0,1.002959335E2,-6.875637039E1,1.275841873E1
3.309764542E0,1.102593645E2,-6.117388824E1,1.497171616E1
3.319763542E0,1.200731067E2,-5.320116760E1,1.811996933E1
3.329761667E0,1.212568451E2,-4.805097748E1,2.323213852E1
3.339759667E0,1.373612558E2,-3.422782288E1,2.824910568E1
3.349758667E0,1.584814362E2,-1.131586853E1,3.476999542E1
3.359756667E0,1.602530022E2,9.414372711E0,3.709705627E1
3.369754667E0,1.438037086E2,2.707075607E1,3.007590683E1
3.379752667E0,1.153077663E2,3.160512680E1,2.339215576E1
3.389751667E0,1.043842319E2,3.384461975E1,2.234583160E1
3.399749667E0,1.029865883E2,4.021597046E1,1.866812943E1
3.409747667E0,8.422086182E1,4.045577179E1,1.094374237E1
3.419746667E0,6.301221542E1,3.708238678E1,4.722529449E0
3.429744667E0,4.893219498E1,3.715019577E1,7.050338745E-2
3.439742667E0,3.908761688E1,4.137396240E1,-8.149652710E0
3.449741667E0,3.140873520E1,4.647430618E1,-2.044732956E1
3.459739667E0,2.304832077E1,4.977479279E1,-3.136143356E1
3.469737667E0,1.260588593E1,5.347913956E1,-2.773926590E1
3.479735667E0,-2.637066193E0,5.695835449E1,-9.728269958E0
3.489734667E0,-1.834614899E1,5.568091095E1,1.258597733E1
3.499732667E0,-2.578927094E1,4.981745407E1,3.711846176E1
3.509730667E0,-2.586351654E1,5.130910217E1,5.871046097E1
3.519729667E0,-1.951521790E1,5.632696747E1,6.944508820E1
3.529727667E0,-8.106841736E0,5.299684250E1,6.419700165E1
3.539725667E0,6.682403870E0,5.092769531E1,5.106241516E1
3.549724667E0,1.982791763E1,4.601296555E1,3.549733292E1
3.559722667E0,2.895743271E1,3.998515045E1,1.831426529E1
3.569720667E0,3.508763489E1,3.551260117E1,6.042933655E-1
3.579718667E0,3.921769638E1,3.333283401E1,-1.100391724E1
3.589717667E0,4.656337097E1,3.544928284E1,-9.781559143E0
3.599715667E0,5.954991531E1,3.957171021E1,-4.276606750E-1
3.609713667E0,6.998262039E1,4.110736679E1,1.068193680E1
3.619712667E0,7.711424011E1,4.122322586E1,2.019001465E1
3.629710667E0,8.411862442E1,3.928790039E1,2.301314392E1
3.639708667E0,8.891554916E1,3.582440277E1,2.037398209E1
3.649707667E0,9.319170685E1,3.312297043E1,1.854194183E1
3.659705667E0,9.932355560E1,3.398338120E1,1.852981705E1
3.669703667E0,1.092833940E2,3.542159042E1,1.780173111E1
3.679701667E0,1.107046884E2,2.919184525E1,1.510493912E1
3.689700667E0,1.008077193E2,2.323977264E1,9.365274811E0
3.699698667E0,1.020425015E2,1.339369766E1,2.578986969E0
3.709696667E0,9.266360504E1,-5.563929749E0,7.198530579E0
3.719695667E0,6.983802109E1,-2.782713318E1,2.089130630E1
3.729693667E0,5.493141953E1,-4.775698883E1,3.212798950E1
3.739691667E0,4.763169937E1,-6.716817307E1,3.124692169E1
3.749690667E0,3.745915329E1,-8.511854507E1,2.512061142E1
3.759688667E0,2.017923706E1,-9.795899323E1,1.514266068E1
3.769686667E0,1.041683807E0,-1.074877281E2,-3.079246674E0
3.779685667E0,-1.319670731E1,-1.153963820E2,-9.056317291E0
3.789683667E0,-1.754037460E1,-1.233517387E2,-1.130898285E0
3.799681667E0,-6.338119812E0,-1.252656587E2,3.484454041E0
3.809680667E0,1.826950836E1,-1.180008160E2,3.425326996E0
3.819678667E0,5.104999100E1,-1.053503229E2,4.858297119E0
3.829676667E0,7.630337631E1,-9.137867706E1,9.644893341E0
3.839674667E0,8.508247009E1,-8.212177689E1,1.201745956E1
3.849673667E0,9.323481720E1,-7.904642212E1,1.176957504E1
3.859671667E0,1.054221735E2,-7.599831070E1,9.651479645E0
3.869669667E0,1.240292299E2,-6.803352356E1,5.782026215E0
3.879668667E0,1.342659924E2,-5.761174576E1,4.323758698E0
3.889666667E0,1.444813495E2,-4.404186447E1,6.305188293E0
3.899664667E0,1.652892792E2,-2.366668488E1,2.014870056E1
3.909663667E0,1.714723215E2,3.951183472E0,3.295876190E1
3.919661667E0,1.537111560E2,2.439237579E1,2.625525192E1
3.929659667E0,1.198484239E2,2.685969498E1,1.326795914E1
3.939657667E0,1.055404276E2,3.039234879E1,1.065184937E0
3.949656667E0,9.721848312E1,3.259801208E1,-5.946234741E0
3.959654667E0,7.956988358E1,3.009072601E1,-4.463268585E0
3.969652667E0,6.675847504E1,3.300651260E1,-2.259102173E0
3.979651667E0,6.007143082E1,3.661266357E1,-3.704197083E0
3.989649667E0,4.662713837E1,4.113910080E1,-5.546266479E0
3.999647667E0,3.330274658E1,4.379203400E1,-1.081515976E1
4.009646667E0,2.331132385E1,4.539564926E1,-1.741882736E1
4.019644667E0,1.595771576E1,4.636248871E1,-2.190454926E1
4.029642667E0,6.497538300E0,4.721496597E1,-1.865301086E1
4.039640667E0,-1.108175537E1,4.984514648E1,-6.838080139E0
4.049639667E0,-2.589360397E1,5.309833145E1,1.229124023E1
4.059637667E0,-2.471495499E1,5.586921936E1,3.386632462E1
4.069635667E0,-1.490720032E1,6.264472961E1,5.060736145E1
4.079634667E0,-5.179978180E0,6.706937851E1,6.217889832E1
4.089632667E0,3.979324951E0,6.197532166E1,6.015151428E1
4.099630667E0,1.195429092E1,5.677109390E1,4.899461517E1
4.109628667E0,2.204136475E1,4.936015503E1,3.568863510E1
4.119627667E0,3.091985184E1,4.047523132E1,2.101479950E1
4.129625667E0,3.476760040E1,3.226136215E1,6.114035797E0
4.139623667E0,3.914285202E1,2.969569748E1,-5.975424042E0
4.149622667E0,5.110477707E1,3.319242599E1,-1.157602753E1
4.159620667E0,6.242274124E1,3.666729996E1,-8.709039459E0
4.169618667E0,6.781542709E1,3.853616364E1,-2.035766602E-2
4.179616667E0,7.294331360E1,3.893553314E1,9.232949982E0
