"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.024618125E0,-4.350627136E1,9.077699661E0,-1.653313446E1
3.034616125E0,-4.307604980E1,9.020290375E0,-1.759230804E1
3.044614125E0,-4.252665710E1,9.047475815E0,-1.822480011E1
3.054612125E0,-4.249714661E1,8.946054459E0,-1.849071503E1
3.064610125E0,-4.259106445E1,8.800321579E0,-1.899283600E1
3.074608125E0,-4.285798645E1,7.940608978E0,-1.933009720E1
3.084606125E0,-4.263496399E1,6.849586487E0,-1.957124710E1
3.094604125E0,-4.261799622E1,5.595493317E0,-1.989081955E1
3.104602125E0,-4.261560059E1,4.450784683E0,-1.975177383E1
3.114599125E0,-4.286828613E1,3.755781174E0,-1.974640656E1
3.124597125E0,-4.315458679E1,3.014011383E0,-2.006835938E1
3.134595125E0,-4.300570679E1,2.548564911E0,-2.015044403E1
3.144593125E0,-4.272572327E1,1.974311829E0,-2.059120178E1
3.154591125E0,-4.229158020E1,1.192537308E0,-2.073900604E1
3.164589125E0,-4.215579224E1,-2.050514221E-1,-2.108823395E1
3.174587125E0,-4.231323242E1,-1.771265030E0,-2.128569031E1
3.184585125E0,-4.243765259E1,-3.898359299E0,-2.125347900E1
3.194583125E0,-4.248950195E1,-6.221950531E0,-2.058538055E1
3.204581125E0,-4.215522766E1,-8.418655396E0,-1.973415375E1
3.214578125E0,-4.184841919E1,-1.044816208E1,-1.902429199E1
3.224576125E0,-4.153372192E1,-1.225848770E1,-1.841590118E1
3.234574125E0,-4.110060120E1,-1.427653885E1,-1.813478851E1
3.244572125E0,-4.052696228E1,-1.654437256E1,-1.818342590E1
3.254570125E0,-3.985470581E1,-1.877147675E1,-1.792043686E1
3.264568125E0,-3.864855957E1,-2.148077774E1,-1.736427689E1
3.274566125E0,-3.689617920E1,-2.406448555E1,-1.660534286E1
3.284564125E0,-3.521159363E1,-2.682113838E1,-1.607082367E1
3.294562125E0,-3.321812439E1,-2.953966522E1,-1.566331863E1
3.304560125E0,-3.110133362E1,-3.236270142E1,-1.531399155E1
3.314558125E0,-2.844097900E1,-3.483101654E1,-1.503013992E1
3.324555125E0,-2.517016602E1,-3.730314636E1,-1.462029648E1
3.334553125E0,-2.159877014E1,-3.956964493E1,-1.385608292E1
3.344551125E0,-1.806654358E1,-4.154639816E1,-1.265932083E1
3.354549125E0,-1.462762451E1,-4.345238495E1,-1.116649246E1
3.364547125E0,-1.106176758E1,-4.521908569E1,-9.729156494E0
3.374545125E0,-7.350418091E0,-4.619476318E1,-8.653862000E0
3.384543125E0,-3.965103149E0,-4.668881226E1,-7.384666443E0
3.394541125E0,-9.199676514E-1,-4.688393402E1,-6.761383057E0
3.404539125E0,1.466842651E0,-4.697908020E1,-6.458187103E0
3.414537125E0,3.451507568E0,-4.682070160E1,-5.909458160E0
3.424535125E0,5.038085938E0,-4.679708099E1,-6.215759277E0
3.434532125E0,6.316253662E0,-4.660064697E1,-6.833103180E0
3.444531375E0,7.321090698E0,-4.626924133E1,-7.294578552E0
3.454529375E0,7.471267700E0,-4.583973694E1,-8.004608154E0
3.464527375E0,6.920242310E0,-4.586449432E1,-8.471832275E0
3.474525375E0,4.810958862E0,-4.616771317E1,-8.894588470E0
3.484523375E0,1.748382568E0,-4.665674210E1,-9.238784790E0
3.494521375E0,-2.990356445E0,-4.660583115E1,-9.560100555E0
3.504519375E0,-8.335311890E0,-4.576879501E1,-9.835433960E0
3.514517375E0,-1.383288574E1,-4.408509827E1,-1.005175781E1
3.524515375E0,-2.357798767E1,-3.925991821E1,-1.092763519E1
3.534513375E0,-2.787849426E1,-3.635640717E1,-1.168072891E1
3.544511375E0,-3.146890259E1,-3.313385010E1,-1.198507309E1
