"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.155011125E0,-9.423263403E0,1.949544144E1,6.615188956E-2
1.165008125E0,-1.155226912E1,1.955514268E1,7.668295153E-1
1.175006125E0,-1.424927161E1,1.861848890E1,3.375813943E0
1.185004125E0,-1.661322021E1,1.788496272E1,7.153381888E0
1.195002125E0,-1.641798519E1,1.680602630E1,8.800609195E0
1.205000125E0,-1.468636034E1,1.627833730E1,1.051689329E1
1.214998125E0,-1.273237289E1,1.508273139E1,1.097280069E1
1.224996125E0,-1.116795853E1,1.329222508E1,1.070537595E1
1.234994125E0,-1.077594131E1,1.163407985E1,1.139679399E1
1.244992125E0,-8.942909959E0,1.004777586E1,1.164842775E1
1.254990125E0,-5.076180747E0,9.749781865E0,9.692983766E0
1.264987125E0,9.829584664E-1,1.087962999E1,6.125723796E0
1.274985125E0,7.689658102E0,1.176918679E1,2.754843149E0
1.284983125E0,1.309725903E1,1.218356727E1,2.021138622E0
1.294981125E0,1.763713901E1,1.244098509E1,4.022407236E0
1.304979125E0,2.226404075E1,1.305221325E1,7.358915611E0
1.314977125E0,2.695330656E1,1.364662716E1,1.051847204E1
1.324975125E0,3.299366510E1,1.371829999E1,1.256278844E1
1.334973125E0,3.807402076E1,1.215425868E1,1.302556515E1
1.344971125E0,4.117401102E1,9.256285050E0,1.279269745E1
1.354969125E0,4.340904605E1,6.237955838E0,1.150577440E1
1.364966125E0,4.465446088E1,2.034232292E0,9.819318123E0
1.374964125E0,4.119403188E1,-4.660401029E0,8.152551759E0
1.384962125E0,3.261079176E1,-1.133602505E1,6.466134074E0
1.394960125E0,2.731326583E1,-1.618136942E1,4.014150968E0
1.404958125E0,2.383360651E1,-1.945989388E1,2.398374664E0
1.414956125E0,1.770749972E1,-2.349411249E1,2.429285384E0
1.424954125E0,9.632503676E0,-2.852588948E1,3.004473649E0
1.434952125E0,1.848639328E0,-3.215373362E1,2.550374204E0
1.444950500E0,-1.167528094E0,-3.668285355E1,1.501255223E0
1.454948500E0,-3.707879878E-1,-4.244207562E1,1.823074132E0
1.464945500E0,4.161845642E-1,-4.683621609E1,3.788905696E0
1.474943500E0,-8.124552660E-1,-4.915938035E1,3.469868746E0
1.484941500E0,-1.891042313E0,-5.117489220E1,-4.620972669E-1
1.494939500E0,-2.296912316E0,-5.220940966E1,-2.581327317E0
1.504937500E0,-1.215276238E0,-5.112514409E1,-1.502511644E0
1.514935500E0,3.157285953E-1,-4.944650203E1,-1.630050234E0
1.524933500E0,2.342855351E0,-4.688837325E1,-2.072777430E0
1.534931500E0,3.248506610E0,-4.313243533E1,-5.357668047E0
1.544929500E0,4.665876946E0,-4.009014773E1,-5.681606133E0
1.554927500E0,6.695020992E0,-3.674000190E1,-4.112667196E0
1.564924500E0,7.764310089E0,-3.386273676E1,-2.689558986E0
1.574922500E0,9.797815572E0,-3.166788847E1,-4.322659421E-1
1.584920500E0,1.363352004E1,-2.810713996E1,1.182547983E0
1.594918500E0,1.672612527E1,-2.413383297E1,2.153267570E0
1.604916500E0,1.637337561E1,-2.152764709E1,2.540957848E0
1.614914500E0,1.376103144E1,-2.050447791E1,3.218118045E0
1.624912500E0,1.179578928E1,-1.977072251E1,4.052657222E0
1.634910500E0,1.289384960E1,-1.891750733E1,5.784190854E0
1.644908500E0,1.791794920E1,-1.712581520E1,7.431954936E0
1.654906500E0,2.528616714E1,-1.429597098E1,9.406808753E0
1.664903500E0,3.469108842E1,-6.131051779E0,9.832888341E0
1.674901500E0,5.258491785E1,7.458795410E0,9.684966649E0
1.684899500E0,8.184128829E1,2.362739159E1,1.028722986E1
1.694897500E0,1.004222989E2,4.428557642E1,1.077900175E1
1.704895500E0,8.634956640E1,5.432162978E1,1.106709289E1
1.714893500E0,7.360915242E1,4.013587296E1,7.586345987E0
1.724891500E0,5.163527390E1,2.805366367E1,7.086446471E0
1.734889500E0,2.894000567E1,1.921939088E1,9.268595778E0
1.744887500E0,1.856685097E1,1.893849298E1,1.029584047E1
1.754885500E0,1.601787659E1,2.153931813E1,9.225987117E0
1.764882500E0,1.450391902E1,2.211078289E1,7.727992448E0
1.774880500E0,1.065422801E1,2.014688091E1,5.934280694E0
1.784878500E0,4.197681034E0,1.660583167E1,3.329347290E0
1.794876500E0,-3.294302588E0,1.360165506E1,1.920908575E0
1.804874500E0,-9.647033422E0,1.139869785E1,1.573662318E0
1.814872500E0,-1.527163856E1,1.027933846E1,1.313822579E0
1.824870500E0,-1.989476066E1,9.519061260E0,3.763655372E-1
1.834868500E0,-2.364158395E1,9.466508825E0,9.022780001E-1
1.844866500E0,-2.475317473E1,9.416137986E0,2.286785377E0
1.854864500E0,-2.249081916E1,9.135883278E0,4.115341712E0
1.864861500E0,-1.840099704E1,9.262815220E0,6.436415015E0
