"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.794666125E0,-2.118155956E0,1.661939144E0,4.551701546E0
2.804664125E0,-2.088107347E0,1.545572519E0,5.939697266E0
2.814662125E0,-1.874033213E0,5.478297472E-1,7.833530426E0
2.824660125E0,-1.676753759E0,-7.746191025E-1,9.702880859E0
2.834658125E0,-1.762444139E0,-1.792274594E0,1.105743122E1
2.844656125E0,-2.103290558E0,-2.272980690E0,1.163320637E1
2.854654125E0,-2.445632219E0,-2.345598459E0,1.154213524E1
2.864652125E0,-2.717431068E0,-2.256535292E0,1.110847187E1
2.874650125E0,-2.768522024E0,-2.130623102E0,1.052417850E1
2.884648125E0,-2.576304674E0,-1.946202636E0,9.692010880E0
2.894646125E0,-2.143937349E0,-2.061785698E0,8.959186554E0
2.904644125E0,-1.471566677E0,-2.466359138E0,8.864668846E0
2.914641125E0,-3.065416515E-1,-2.591341019E0,9.701825142E0
2.924639125E0,1.036452651E0,-1.869839072E0,1.064216614E1
2.934637125E0,2.099491119E0,-1.157846928E0,1.086833954E1
2.944635125E0,2.500190258E0,-5.119084567E-2,9.714471817E0
2.954633125E0,2.450589895E0,1.206455827E0,7.455285072E0
2.964631125E0,2.321508646E0,1.908900261E0,5.507153988E0
2.974629125E0,2.396890163E0,1.419291496E0,4.270265102E0
2.984627125E0,1.727969527E0,1.249717355E0,2.572057247E0
2.994625125E0,3.327201307E-1,8.625874519E-1,8.753432631E-1
3.004623125E0,-1.334951401E0,1.551067352E0,-5.398762226E-1
3.014620125E0,-2.585825682E0,2.492451668E0,-1.119508505E0
3.024618125E0,-2.952828169E0,2.638451338E0,-9.892323017E-1
3.034616125E0,-2.537900925E0,1.862731338E0,-7.501041293E-1
3.044614125E0,-1.670386553E0,1.065132737E0,-1.022073269E0
3.054612125E0,-9.414497018E-1,8.233417273E-1,-1.827644825E0
3.064610125E0,-7.560085058E-1,8.640739918E-1,-2.748296499E0
3.074608125E0,-1.192160606E0,7.798677683E-1,-3.411751747E0
3.084606125E0,-1.974226356E0,5.942582488E-1,-3.684207916E0
3.094604125E0,-2.719963789E0,4.515380561E-1,-3.608420849E0
3.104602125E0,-3.186208010E0,4.629571736E-1,-3.322134495E0
3.114599125E0,-3.278460741E0,6.214997172E-1,-2.861512899E0
3.124597125E0,-2.712030411E0,6.939728260E-1,-2.400790930E0
3.134595125E0,-1.521194458E0,7.383889556E-1,-2.119015932E0
3.144593125E0,-6.018489227E-2,7.907469869E-1,-2.215707541E0
3.154591125E0,1.508963823E0,7.398792505E-1,-2.656122923E0
3.164589125E0,2.779638767E0,2.168213427E-1,-3.337120771E0
3.174587125E0,3.347481489E0,-5.897970796E-1,-3.917659760E0
3.184585125E0,3.152621984E0,-1.272482753E0,-4.115691185E0
3.194583125E0,2.394836426E0,-1.454209328E0,-4.016557693E0
3.204581125E0,1.439926386E0,-1.123125076E0,-3.913671970E0
3.214578125E0,8.522231579E-1,-3.498489857E-1,-4.057446957E0
3.224576125E0,5.723012686E-1,1.491981000E-1,-4.501904488E0
3.234574125E0,5.718939304E-1,5.891187117E-2,-5.302965641E0
3.244572125E0,7.445895672E-1,-4.835500717E-1,-6.204688072E0
3.254570125E0,8.869633675E-1,-1.101124883E0,-6.869781494E0
