"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.314624243E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.936063169E1,1.354685091E1
1.324624429E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.923524586E1,1.354788743E1
1.334624595E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.073543522E1,1.489861235E1
1.344624770E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.121004333E1,1.481555141E1
1.354624937E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.155227159E1,1.554383372E1
1.364625095E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.181677663E1,1.563955060E1
1.374625257E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.184057490E1,1.556976696E1
1.384625406E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.203586489E1,1.565274373E1
1.394625558E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.114942155E1,1.518116508E1
1.404625713E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.049999984E1,1.483523869E1
1.414625870E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,3.061257067E1,1.497929724E1
1.424626010E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.993547543E1,1.474630127E1
1.434626162E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.946487294E1,1.456340581E1
1.444626293E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.908943870E1,1.437482183E1
1.454626433E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.886112964E1,1.442729467E1
1.464626575E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.794439933E1,1.395411466E1
1.474626712E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.808681946E1,1.457490286E1
1.484626850E2,4.736395025E1,8.513195694E0,4.334349487E2,0.000000000E0,2.778587214E1,2.754488987E1,1.401886294E1
1.494626992E2,4.736393605E1,8.513194946E0,4.335286524E2,6.403298364E-3,2.778587113E1,2.689225391E1,1.348748985E1
1.504627112E2,4.736393602E1,8.513194923E0,4.335283738E2,0.000000000E0,2.778587111E1,2.680103915E1,1.318817328E1
1.514627246E2,4.736392995E1,8.513188114E0,4.333687149E2,3.746919770E-2,2.778586619E1,2.630275116E1,1.341835193E1
1.524627379E2,4.736393501E1,8.513197989E0,4.333638340E2,1.501634853E-1,2.778587319E1,2.604000425E1,1.327210348E1
1.534627501E2,4.736393544E1,8.513188876E0,4.332888228E2,9.469103365E-2,2.778586691E1,2.618552847E1,1.332535452E1
1.544627630E2,4.736393559E1,8.513190149E0,4.327973553E2,1.018938274E-1,2.778586780E1,2.590258375E1,1.300640616E1
1.554627766E2,4.736392899E1,8.513204427E0,4.327372020E2,0.000000000E0,2.778587743E1,2.548252765E1,1.288661138E1
1.564627887E2,4.736392899E1,8.513204427E0,4.327372020E2,0.000000000E0,2.778587743E1,2.467666238E1,1.297655454E1
1.574628005E2,4.736392899E1,8.513204427E0,4.327372020E2,0.000000000E0,2.778587743E1,2.455427343E1,1.279311868E1
1.584628134E2,4.736392578E1,8.513213536E0,4.328030856E2,6.309694523E-2,2.778588361E1,2.444220874E1,1.333164925E1
1.594628257E2,4.736393006E1,8.513217514E0,4.332831835E2,4.534644090E-1,2.778588651E1,2.456806105E1,1.253682463E1
1.604628381E2,4.736392349E1,8.513214821E0,4.332175550E2,0.000000000E0,2.778588442E1,2.517938539E1,1.172815693E1
1.614628500E2,4.736392335E1,8.513213087E0,4.327824678E2,1.087101856E-1,2.778588321E1,2.531877114E1,1.001259656E1
1.624628612E2,4.736392134E1,8.513218304E0,4.328194610E2,7.693319243E-2,2.778588675E1,2.474097802E1,1.177381332E1
1.634628740E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.437662365E1,1.272662391E1
1.644628859E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.551444363E1,1.354810022E1
1.654628986E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.530775904E1,1.333320020E1
1.664629098E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.489186247E1,1.276624773E1
1.674629225E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.474335122E1,1.265210174E1
1.684629344E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.466506313E1,1.250454773E1
1.694629451E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.432823018E1,1.225847386E1
1.704629578E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.375604598E1,1.237406606E1
1.714629687E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.374577633E1,1.224183695E1
1.724629809E2,4.736392099E1,8.513218030E0,4.328161364E2,0.000000000E0,2.778588655E1,2.338570550E1,1.188850074E1
1.734629927E2,4.736391264E1,8.513257375E0,4.320111956E2,2.794110755E-1,NaN,2.385067169E1,1.117427404E1
1.744630040E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.369588288E1,9.973194375E0
