"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.632635000E-1,-2.474119203E-1,7.056484169E-1,-1.731237763E-1
7.732625000E-1,-2.327705654E-1,4.793053302E-1,-3.642049366E-1
7.832605000E-1,1.945668317E-2,2.885598001E-1,-5.757501823E-1
7.932585000E-1,1.163623689E-1,1.328478625E-1,-8.932849824E-1
8.032575000E-1,2.456671842E-1,1.148890167E-1,-1.057070755E0
8.132555000E-1,2.466586527E-1,1.624423751E-1,-8.827026916E-1
8.232545000E-1,3.733747595E-1,2.953472480E-1,-5.188515115E-1
8.332525000E-1,4.606614100E-1,4.261450768E-1,-3.547289389E-1
8.432505000E-1,4.938040131E-1,3.498663944E-1,-2.605490059E-1
8.532485000E-1,5.183799335E-1,-1.578134269E-1,-1.919290066E-1
8.632465000E-1,2.971132899E-1,-1.089173431E0,-2.526084870E-1
8.732455000E-1,-2.824824965E-1,-1.113969134E0,-1.334521723E-1
8.832435000E-1,-6.860557128E-1,-6.595504305E-1,-4.909614623E-2
8.932415000E-1,-8.213026880E-1,3.152198875E-1,-1.844340456E-1
9.032395000E-1,-1.806231666E0,1.019694768E0,1.820027733E-1
9.132375000E-1,-1.093945855E0,3.652989507E-1,-8.861975724E-1
9.232355000E-1,-3.736561567E-1,-7.516747749E-1,4.746132320E-1
9.332345000E-1,2.028744826E-1,-7.834131691E-1,1.907561721E0
9.432325000E-1,6.020397024E-1,-1.743527149E0,5.770476794E-1
9.532305000E-1,-5.846229666E-1,-2.526793260E0,-1.402266394E0
9.632285000E-1,-1.399123515E0,-2.471188578E0,-2.830300298E0
9.732265000E-1,-2.059609062E0,-7.502047849E-1,-2.158764537E0
9.832255000E-1,-2.638632077E0,3.581568691E-1,-1.966475342E0
9.932235000E-1,-2.140561862E0,-5.855869532E-1,-2.434580038E0
1.003221500E0,-1.031519592E0,-1.529303294E0,-2.442848001E0
1.013219500E0,-1.928340094E-1,-7.348517507E-2,-1.560345869E0
1.023217500E0,-1.705283435E-1,-1.019111801E0,-1.155717961E0
1.033216500E0,2.261448660E-1,-1.835709965E0,-5.981263071E-1
1.043214500E0,1.230986245E0,3.402141032E-1,1.565140586E0
1.053212500E0,1.709257349E0,2.984926992E0,1.822936138E0
1.063210500E0,1.600360120E0,3.627154169E0,4.011084688E-1
1.073208500E0,7.043909732E-1,1.879542740E0,-4.932950860E-1
1.083206500E0,1.352941914E0,-2.003343791E-2,-1.297546855E0
