"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.543123500E0,2.622064209E1,-1.238612747E1,-2.965784454E1
1.553121500E0,2.696676636E1,-1.204336929E1,-2.913319397E1
1.563119500E0,2.795626831E1,-1.155210876E1,-2.827506256E1
1.573117500E0,2.828356934E1,-1.120221329E1,-2.791970825E1
1.583116500E0,2.798995972E1,-1.105463028E1,-2.846302032E1
1.593114500E0,2.694494629E1,-1.112221527E1,-2.943144989E1
1.603112500E0,2.661956787E1,-1.090271568E1,-2.996856689E1
1.613110500E0,2.705325317E1,-1.055517387E1,-2.967668915E1
1.623108500E0,2.785122681E1,-1.016285133E1,-2.901232910E1
1.633106500E0,2.806958008E1,-1.003681374E1,-2.874748993E1
1.643105500E0,2.730715942E1,-1.027963066E1,-2.923873901E1
1.653103500E0,2.610330200E1,-1.063265038E1,-3.039717865E1
1.663101500E0,2.549588013E1,-1.102139854E1,-3.094104767E1
1.673099500E0,2.556243896E1,-1.123400688E1,-3.087920380E1
1.683097500E0,2.606904602E1,-1.113066101E1,-3.016085815E1
1.693095500E0,2.588606262E1,-1.141636658E1,-3.009282684E1
1.703094500E0,2.484011841E1,-1.190971756E1,-3.041788483E1
1.713092500E0,2.325457764E1,-1.284853745E1,-3.129757690E1
1.723090500E0,2.259634399E1,-1.349099159E1,-3.217604065E1
1.733088500E0,2.273907471E1,-1.372390175E1,-3.182285309E1
1.743086500E0,2.337289429E1,-1.385231590E1,-3.097044754E1
1.753085500E0,2.340911865E1,-1.431101036E1,-3.062665176E1
1.763083500E0,2.268954468E1,-1.482235146E1,-3.089229965E1
1.773081500E0,2.152932739E1,-1.566161537E1,-3.142249680E1
1.783079500E0,2.088778687E1,-1.618469620E1,-3.186221695E1
1.793077500E0,2.158892822E1,-1.621540833E1,-3.135556412E1
1.803075250E0,2.298037720E1,-1.606938171E1,-3.035323715E1
1.813074250E0,2.380032349E1,-1.596912766E1,-2.968221664E1
1.823072250E0,2.348489380E1,-1.616898727E1,-2.987512589E1
1.833070250E0,2.252508545E1,-1.678510666E1,-3.055218124E1
1.843068250E0,2.212831116E1,-1.714860344E1,-3.092487335E1
1.853066250E0,2.267561340E1,-1.707736397E1,-3.044393158E1
1.863065250E0,2.389530945E1,-1.668451500E1,-2.942423248E1
1.873063250E0,2.451197815E1,-1.659658241E1,-2.895639038E1
1.883061250E0,2.419709778E1,-1.677738762E1,-2.905214691E1
1.893059250E0,2.341120911E1,-1.723394966E1,-2.971594238E1
1.903057250E0,2.311314392E1,-1.750440025E1,-2.996692657E1
1.913055250E0,2.386241150E1,-1.737701607E1,-2.964694214E1
1.923054250E0,2.499191284E1,-1.694844055E1,-2.912970352E1
1.933052250E0,2.553097534E1,-1.676603317E1,-2.845454025E1
1.943050250E0,2.499389648E1,-1.704917145E1,-2.861568832E1
1.953048250E0,2.407058716E1,-1.736406708E1,-2.933343887E1
1.963046250E0,2.355068970E1,-1.750515747E1,-2.981162643E1
1.973044250E0,2.414230347E1,-1.719711685E1,-2.959592819E1
1.983043250E0,2.541131592E1,-1.663976288E1,-2.866563034E1
1.993041250E0,2.605712891E1,-1.633504486E1,-2.833140182E1
2.003039250E0,2.558059692E1,-1.632193756E1,-2.896236038E1
