"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.101429941E2,4.736404383E1,8.512729990E0,4.332024326E2,2.420443359E0,1.063206104E2,7.895182406E0,5.649117481E0
2.111430005E2,4.736404414E1,8.512764107E0,4.333697388E2,2.313798386E0,9.805500850E1,7.629887102E0,5.383554426E0
2.121430051E2,4.736404537E1,8.512790397E0,4.336089861E2,2.158850739E0,9.399174151E1,7.393564245E0,5.308924548E0
2.131430102E2,4.736403907E1,8.512817143E0,4.328784547E2,2.149073872E0,9.487681057E1,7.181286044E0,5.328164080E0
2.141430166E2,4.736403034E1,8.512837854E0,4.326122102E2,1.927361521E0,1.054838529E2,7.166534050E0,5.333547834E0
2.151430204E2,4.736402739E1,8.512863981E0,4.320243712E2,2.013894526E0,1.028474503E2,7.076262698E0,5.290546399E0
2.161430263E2,4.736402211E1,8.512895100E0,4.316740004E2,2.172732085E0,1.050270969E2,7.246651117E0,4.987280369E0
2.171430313E2,4.736402039E1,8.512926779E0,4.316590780E2,2.276802321E0,1.002439743E2,7.185014887E0,4.896804754E0
2.181430362E2,4.736402042E1,8.512964235E0,4.325473642E2,2.442376408E0,9.421090968E1,7.249466417E0,4.829072119E0
2.191430409E2,4.736401388E1,8.512989768E0,4.329321334E2,2.243673270E0,9.884890511E1,7.291510078E0,4.696773990E0
2.201430459E2,4.736400542E1,8.513017673E0,4.322837654E2,2.155155810E0,1.023027435E2,7.218355811E0,4.145700116E0
2.211430521E2,4.736397209E1,8.513035388E0,4.326617417E2,2.263889253E0,1.383885729E2,7.256871307E0,4.303819067E0
2.221430564E2,4.736395329E1,8.513067475E0,4.328793526E2,2.677374929E0,1.359551349E2,7.292697165E0,3.980381879E0
2.231430613E2,4.736391937E1,8.513066899E0,4.327406772E2,2.763983808E0,1.569827373E2,7.151615627E0,3.829600093E0
2.241430668E2,4.736390711E1,8.513090537E0,4.322697153E2,2.267910375E0,1.533690122E2,7.054986563E0,3.591084199E0
2.251430716E2,4.736391426E1,8.513120221E0,4.321161639E2,1.822782849E0,1.345252482E2,7.085013133E0,3.705987964E0
2.261430766E2,4.736391518E1,8.513161768E0,4.319603145E2,2.039000628E0,1.128553650E2,7.142975291E0,4.053660972E0
2.269728694E2,4.736394594E1,8.513175960E0,4.333951762E2,2.507246332E-1,8.085064536E1,1.351961438E1,6.502498617E0
2.279728719E2,4.736394317E1,8.513155542E0,4.334764343E2,1.129020058E-1,8.085063030E1,1.380000186E1,6.864397104E0
2.289728750E2,4.736394639E1,8.513142664E0,4.334454370E2,2.137483849E-1,8.085062117E1,1.384442787E1,6.893666129E0
2.299728790E2,4.736395179E1,8.513123108E0,4.334572817E2,2.492124836E-1,8.085060735E1,1.367614881E1,6.738158388E0
2.309728818E2,4.736396452E1,8.513096820E0,4.336774783E2,1.063513307E0,3.213837392E2,1.361878386E1,7.531694187E0
2.319728857E2,4.736397303E1,8.513064624E0,4.339964246E2,2.015221885E0,2.946249838E2,1.363434063E1,7.596347331E0
2.329728882E2,4.736397612E1,8.513036734E0,4.331608827E2,2.083353350E0,2.891071759E2,1.328929106E1,7.831720718E0
2.339728917E2,4.736399393E1,8.512982474E0,4.338708846E2,3.143939904E0,2.947705894E2,1.288892373E1,7.235279931E0
2.349728964E2,4.736400593E1,8.512958993E0,4.328358411E2,3.063649735E0,2.983178132E2,1.247957532E1,6.222187237E0
2.359728995E2,4.736398601E1,8.512953869E0,4.340013494E2,1.826509186E0,2.702097429E2,1.203020875E1,7.163566457E0
2.369729038E2,4.736398171E1,8.512913223E0,4.340323953E2,2.519575382E0,2.674688309E2,1.152974501E1,7.118376885E0
2.379729072E2,4.736398397E1,8.512877997E0,4.339747646E2,2.677768743E0,2.658088602E2,1.119750064E1,6.886297255E0
2.389729118E2,4.736400134E1,8.512867235E0,4.333017571E2,1.918432323E0,2.931242067E2,1.093650079E1,6.681175019E0
2.399729159E2,4.736401502E1,8.512836218E0,4.337363843E2,2.248105885E0,2.957896645E2,1.065838597E1,6.647954594E0
2.409729193E2,4.736402235E1,8.512811530E0,4.333633728E2,2.172001564E0,3.034487053E2,1.034904531E1,6.578442001E0
2.419729239E2,4.736402340E1,8.512769047E0,4.327287047E2,2.396356489E0,2.889568639E2,1.012742700E1,6.338459991E0
2.429729274E2,4.736401854E1,8.512738094E0,4.329328465E2,2.317008594E0,2.750242141E2,9.943666315E0,6.443495747E0
2.439729323E2,4.736402677E1,8.512704386E0,4.339496776E2,2.458833193E0,2.741373211E2,9.610223970E0,6.240663342E0
2.449729359E2,4.736403669E1,8.512678387E0,4.341627876E2,2.366671892E0,2.794314468E2,9.481327435E0,6.278185959E0
2.459729407E2,4.736405196E1,8.512647392E0,4.337459156E2,2.524676998E0,2.930653039E2,9.307238780E0,6.145181538E0
2.469729458E2,4.736404151E1,8.512614382E0,4.335635095E2,2.428232454E0,2.687543559E2,9.003378938E0,5.954465366E0
2.479729499E2,4.736404056E1,8.512585673E0,4.336376497E2,2.317770598E0,2.654736864E2,8.862681312E0,5.871017938E0
2.489729539E2,4.736406118E1,8.512549325E0,4.334750539E2,2.493386158E0,2.865601487E2,8.818887688E0,5.979642236E0
2.499729583E2,4.736407051E1,8.512514979E0,4.335974597E2,2.517105806E0,2.896193827E2,8.653848477E0,5.615360703E0
2.509729630E2,4.736406889E1,8.512486578E0,4.341651239E2,2.247997006E0,2.811275953E2,8.469474104E0,5.261624503E0
2.519729681E2,4.736406646E1,8.512445309E0,4.349157512E2,2.262899227E0,2.818597809E2,8.233695704E0,5.145804429E0
2.529729726E2,4.736408259E1,8.512419391E0,4.336922427E2,2.254979906E0,2.938640198E2,8.037516590E0,4.950472551E0
2.539729763E2,4.736409162E1,8.512387914E0,4.348549498E2,2.374292462E0,2.915628857E2,7.773677226E0,4.904989182E0
2.549729813E2,4.736408733E1,8.512361054E0,4.344224788E2,2.214656167E0,2.788705427E2,7.559764126E0,4.801686458E0
2.559729860E2,4.736408386E1,8.512330693E0,4.338996160E2,2.176801942E0,2.702507215E2,7.315689532E0,4.611675070E0
2.569729905E2,4.736409871E1,8.512307167E0,4.348076360E2,2.108556525E0,2.846906957E2,7.174605274E0,4.496976069E0
2.579729953E2,4.736410346E1,8.512276640E0,4.344658687E2,2.096674941E0,2.808185978E2,6.984918991E0,4.455013384E0
2.589729996E2,4.736410692E1,8.512251333E0,4.337671673E2,2.063700162E0,2.798406277E2,6.953169212E0,4.602445243E0
2.599730041E2,4.736411064E1,8.512224074E0,4.334142265E2,2.074020680E0,2.842049212E2,6.738102507E0,4.518581292E0
2.609730090E2,4.736411593E1,8.512193693E0,4.333154199E2,2.178225495E0,2.812198052E2,6.608203433E0,4.397231431E0
2.619730139E2,4.736412434E1,8.512169678E0,4.329229911E2,2.005766270E0,2.818247704E2,6.693040175E0,4.549867031E0
2.629730179E2,4.736412262E1,8.512144022E0,4.336691838E2,1.869274469E0,2.721033049E2,6.869973431E0,4.568305145E0
2.639730238E2,4.736412266E1,8.512125973E0,4.349673006E2,1.562702076E0,2.689521513E2,6.757147482E0,4.813068047E0
2.649730277E2,4.736413048E1,8.512093917E0,4.338883920E2,2.022347791E0,2.807887783E2,6.625930211E0,4.734880386E0
2.666123446E2,4.736413718E1,8.511894406E0,4.352996209E2,8.335026329E-2,2.900034773E2,6.147013449E0,3.463633779E0
2.676123488E2,4.736413396E1,8.511906716E0,4.353404692E2,1.364017693E-1,2.900034863E2,6.164135533E0,3.456231161E0
2.686123545E2,4.736412316E1,8.511951505E0,4.348192165E2,1.541135468E0,1.276725085E2,6.151504278E0,3.702317147E0
2.696123586E2,4.736412148E1,8.511980091E0,4.351520099E2,1.467992862E0,1.183858394E2,6.165205668E0,3.863135358E0
2.706123638E2,4.736412560E1,8.512009887E0,4.352407330E2,1.655135749E0,1.057234966E2,6.442733527E0,4.184687127E0
2.716123684E2,4.736411896E1,8.512038350E0,4.351705121E2,1.545036029E0,1.155354060E2,6.481772987E0,4.390973629E0
2.726123740E2,4.736412033E1,8.512065943E0,4.348767127E2,1.467626497E0,1.002929305E2,6.433415275E0,4.435041243E0
2.736123785E2,4.736412413E1,8.512105461E0,4.347519170E2,2.227898237E0,9.653208342E1,6.365009293E0,4.357269656E0
2.746123831E2,4.736412143E1,8.512126152E0,4.349326579E2,1.363904441E0,1.078071323E2,6.310348491E0,4.511484692E0
2.756123875E2,4.736412323E1,8.512160579E0,4.349159518E2,1.452303422E0,1.014256804E2,6.226412500E0,4.549540376E0
2.766123927E2,4.736412016E1,8.512190779E0,4.349690862E2,1.610326658E0,1.010283706E2,6.343564924E0,4.692927883E0
2.776123977E2,4.736411843E1,8.512226556E0,4.342566278E2,1.587483007E0,9.692545712E1,6.290057915E0,4.662963576E0
2.786124022E2,4.736411176E1,8.512266935E0,4.345164606E2,2.296055872E0,1.016673337E2,6.230176655E0,4.416860960E0
2.796124071E2,4.736410535E1,8.512298584E0,4.343048617E2,2.241199005E0,1.095321034E2,6.350930176E0,4.643387700E0
2.806124127E2,4.736410449E1,8.512335553E0,4.335835815E2,2.322805410E0,1.053124062E2,6.311371986E0,4.702892472E0
2.816124178E2,4.736409851E1,8.512365688E0,4.331440324E2,2.307711557E0,1.068954131E2,6.274356951E0,4.513455211E0
2.826124225E2,4.736409895E1,8.512392941E0,4.333863954E2,2.103787054E0,9.820837901E1,6.288241042E0,4.627369604E0
2.836124270E2,4.736409989E1,8.512427862E0,4.335065200E2,2.264378843E0,9.523174074E1,6.451176158E0,4.518557982E0
2.846124320E2,4.736409251E1,8.512459076E0,4.333321144E2,2.221750670E0,9.870313895E1,6.435550556E0,4.633869798E0
2.856124367E2,4.736408699E1,8.512490031E0,4.328190559E2,2.357457318E0,1.042124346E2,6.421716420E0,4.647027444E0
2.866124423E2,4.736407655E1,8.512512597E0,4.326092432E2,1.987088303E0,1.093317132E2,6.315766716E0,4.462468223E0
2.876124470E2,4.736407012E1,8.512539465E0,4.326659246E2,2.072744770E0,1.131170822E2,6.286501073E0,4.392255099E0
2.886124512E2,4.736406655E1,8.512569288E0,4.332642704E2,1.936859363E0,1.035239248E2,6.450787369E0,4.568619601E0
2.896124566E2,4.736407049E1,8.512602428E0,4.333593378E2,2.028374185E0,9.253813280E1,6.362422875E0,4.199099510E0
2.906124618E2,4.736405149E1,8.512627654E0,4.335968024E2,2.029238476E0,1.033262066E2,6.317130308E0,4.421309447E0
2.916124661E2,4.736405231E1,8.512655219E0,4.332402895E2,2.010858290E0,9.968319307E1,6.278012782E0,4.275645859E0
2.926124710E2,4.736404938E1,8.512681075E0,4.331057977E2,1.956197268E0,1.015268201E2,6.192523808E0,4.217117399E0
2.936124762E2,4.736404492E1,8.512710838E0,4.326833590E2,1.958305636E0,1.036649550E2,6.040938401E0,4.250678724E0
2.946124809E2,4.736404518E1,8.512740808E0,4.329421535E2,1.961715815E0,1.008017185E2,6.042113536E0,4.347998270E0
2.956124857E2,4.736403798E1,8.512767326E0,4.331830550E2,1.924877037E0,1.045741195E2,5.913347483E0,4.226881639E0
2.966124908E2,4.736403568E1,8.512795580E0,4.334320021E2,1.884414343E0,1.019730593E2,6.019921753E0,4.330981021E0
2.976124957E2,4.736403509E1,8.512822356E0,4.332212877E2,1.883459109E0,9.959831054E1,5.967040934E0,4.204158687E0
2.986125007E2,4.736403031E1,8.512852782E0,4.330835367E2,1.950462050E0,1.009915306E2,5.874098272E0,4.185011710E0
2.996125059E2,4.736403096E1,8.512882772E0,4.327782651E2,1.944881690E0,9.407998711E1,5.933587092E0,4.158470340E0
3.006125103E2,4.736402293E1,8.512909395E0,4.322129881E2,1.929301744E0,1.070800473E2,6.044348359E0,4.343644568E0
3.016125152E2,4.736401663E1,8.512936556E0,4.319801416E2,1.909723244E0,1.083829659E2,6.138717933E0,4.383840839E0
