"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.839655000E0,-4.933419228E-1,-6.915833950E-1,-3.238853812E-1
2.849653000E0,-1.373957157E0,-5.846879482E-1,-9.264160991E-1
2.859650000E0,-1.467934251E0,-5.410819054E-1,-1.326011181E0
2.869647000E0,-8.593087792E-1,-6.023536921E-1,-1.328201294E0
2.879644000E0,1.601508707E-1,-9.168026447E-1,-1.022591591E0
2.889641000E0,1.320821524E0,-1.440039396E0,-7.611238360E-1
2.899637750E0,2.358369112E0,-2.009779692E0,-6.765623689E-1
2.909634750E0,2.919121027E0,-2.416657448E0,-7.635844946E-1
2.919631750E0,2.922721863E0,-2.511689901E0,-9.571605921E-1
2.929629750E0,2.441489220E0,-2.166857481E0,-1.107550502E0
2.939626750E0,1.507065773E0,-1.492027998E0,-1.205658436E0
2.949623750E0,3.982927501E-1,-5.501855612E-1,-1.307189703E0
2.959620750E0,-4.627996385E-1,6.098972559E-1,-1.404650211E0
2.969617750E0,-9.058498144E-1,1.632642865E0,-1.566157579E0
2.979614750E0,-9.541891217E-1,2.256429434E0,-1.793194532E0
2.989611750E0,-6.919359565E-1,2.557368040E0,-2.029961586E0
2.999608750E0,-3.431515992E-1,2.436075211E0,-2.186983347E0
3.009606750E0,-1.980604082E-1,1.859428883E0,-2.256524563E0
3.019603750E0,-3.309260607E-1,1.112465739E0,-2.241418600E0
3.029600750E0,-6.259661913E-1,6.364228725E-1,-2.094283342E0
3.039597750E0,-9.342587590E-1,5.756697655E-1,-1.810256362E0
3.049594750E0,-1.205608845E0,8.014170527E-1,-1.434935808E0
3.059591750E0,-1.373227954E0,1.057852030E0,-1.043790579E0
3.069588750E0,-1.397884369E0,1.172065020E0,-7.037778497E-1
3.079586750E0,-1.377994180E0,1.151066542E0,-4.507825971E-1
3.089583750E0,-1.398232102E0,1.030048609E0,-3.135775030E-1
3.099580750E0,-1.413261890E0,8.907229900E-1,-2.678656876E-1
3.109577750E0,-1.359333396E0,7.689179182E-1,-2.756977975E-1
3.119574750E0,-1.240818143E0,5.748940706E-1,-2.910919189E-1
3.129571750E0,-1.069501638E0,3.429010808E-1,-3.158444762E-1
3.139568750E0,-8.595241904E-1,1.214525774E-1,-4.119121730E-1
3.149565750E0,-6.492417455E-1,-6.539995968E-2,-5.840545297E-1
3.159563750E0,-5.052297115E-1,-1.842565686E-1,-8.020781875E-1
3.169560750E0,-4.460424781E-1,-2.184474766E-1,-1.025739193E0
3.179557750E0,-4.647450745E-1,-1.821651012E-1,-1.204041004E0
3.189554750E0,-5.581750274E-1,-1.457430869E-1,-1.343951941E0
3.199551750E0,-6.598612070E-1,-6.123433262E-2,-1.487576485E0
3.209548750E0,-7.132083178E-1,8.089669049E-2,-1.709566593E0
3.219545750E0,-6.854994893E-1,2.924723029E-1,-2.005128384E0
3.229542750E0,-6.194090247E-1,4.272932708E-1,-2.384715557E0
3.239539750E0,-5.279507041E-1,4.890559912E-1,-2.781132221E0
3.249537750E0,-4.082384408E-1,6.092149615E-1,-3.066507339E0
3.259534750E0,-3.099483550E-1,8.963466287E-1,-3.167755127E0
3.269531750E0,-3.221389353E-1,1.356193542E0,-3.189941645E0
3.279528750E0,-3.826957345E-1,1.673610926E0,-3.168680191E0
3.289525750E0,-2.283355296E-1,1.583846450E0,-3.102860689E0
3.299522750E0,2.400734872E-1,1.230057478E0,-3.233711243E0
3.309519750E0,1.019634485E0,7.851445079E-1,-3.757040977E0
3.319516750E0,1.720884919E0,2.705807984E-1,-4.187567711E0
3.329514750E0,2.011699915E0,-1.628414690E-1,-4.027940273E0
3.339511750E0,2.130799770E0,-3.666880727E-1,-3.598570347E0
3.349508750E0,2.290149927E0,-6.263504624E-1,-3.196100235E0
3.359505750E0,2.385048151E0,-8.735269904E-1,-3.003993511E0
3.369502750E0,2.306725025E0,-1.139346004E0,-3.034072161E0
3.379499750E0,2.001618147E0,-1.368582606E0,-3.236034393E0
3.389496750E0,1.513468623E0,-1.429094672E0,-3.480023146E0
3.399493750E0,1.037658572E0,-1.227662563E0,-3.668504238E0
3.409490750E0,7.693780065E-1,-8.562740684E-1,-3.750567913E0
3.419488750E0,8.360033631E-1,-3.488776982E-1,-3.722177029E0
3.429485750E0,1.210144043E0,1.683647335E-1,-3.538602591E0
3.439482750E0,1.750948906E0,4.914937913E-1,-3.197329760E0
3.449479750E0,2.306171179E0,6.056315899E-1,-2.697319031E0
3.459476750E0,2.733372211E0,4.449484050E-1,-2.124922514E0
3.469473750E0,2.905787230E0,-3.609412909E-2,-1.561854959E0
3.479470750E0,2.803426504E0,-6.507269144E-1,-1.090333223E0
3.489467750E0,2.471446753E0,-1.119582176E0,-7.338897586E-1
3.499465750E0,1.910730004E0,-1.262270689E0,-4.396384358E-1
3.509462750E0,1.147880554E0,-1.071471334E0,-1.087333560E-1
3.519459750E0,2.347060740E-1,-5.372862816E-1,3.373546302E-1
3.529456750E0,-7.825979590E-1,1.261311620E-1,8.830989003E-1
3.539453750E0,-1.737030149E0,7.974717021E-1,1.413324356E0
3.549450750E0,-2.503463745E0,1.284210920E0,1.844617963E0
3.559447750E0,-3.037037134E0,1.475171804E0,2.136103392E0
3.569444750E0,-3.405425549E0,1.413055301E0,2.295902491E0
3.579442750E0,-3.636518717E0,1.243914723E0,2.286485195E0
3.589439750E0,-3.655183792E0,1.124185205E0,2.083879232E0
3.599436750E0,-3.433056116E0,1.115956903E0,1.736993194E0
3.609433750E0,-3.108116865E0,1.117840290E0,1.344964981E0
3.619430750E0,-2.784899712E0,1.114242792E0,1.050769210E0
3.629427750E0,-2.419299364E0,1.173766136E0,9.366043806E-1
3.639424750E0,-1.983671308E0,1.250735164E0,9.699809551E-1
3.649421750E0,-1.513177037E0,1.252491713E0,1.114145517E0
3.659419750E0,-1.018578529E0,1.145638227E0,1.291054249E0
3.669416750E0,-5.562266111E-1,9.852253199E-1,1.481892228E0
3.679413750E0,-2.313214540E-1,7.778382897E-1,1.672373772E0
3.689410750E0,-5.481644347E-2,6.055083275E-1,1.843955874E0
3.699407750E0,2.558865026E-2,4.834955931E-1,1.947879791E0
3.709404750E0,3.341666982E-2,4.440410733E-1,1.954617143E0
3.719401750E0,-9.226989001E-2,4.676414728E-1,1.889136434E0
3.729398750E0,-3.863072097E-1,4.231182039E-1,1.847227216E0
3.739395750E0,-7.492275834E-1,2.635397315E-1,1.905550480E0
3.749393750E0,-1.081241131E0,3.938662261E-2,2.105177641E0
3.759390750E0,-1.310468435E0,-2.041290998E-1,2.389999866E0
3.769387750E0,-1.358106852E0,-4.239650667E-1,2.713809252E0
3.779384750E0,-1.214124322E0,-5.607085228E-1,2.998073816E0
3.789381750E0,-8.899372816E-1,-6.125446558E-1,3.165786743E0
3.799378750E0,-4.319359362E-1,-5.868275762E-1,3.200700045E0
3.809375750E0,-4.682053812E-3,-5.650680065E-1,3.149121046E0
3.819372750E0,2.183856368E-1,-5.189577937E-1,3.028487682E0
3.829370750E0,3.941100463E-2,-5.311896205E-1,3.158864737E0
3.839367750E0,-8.131296635E-1,-4.760142565E-1,3.999649048E0
3.849364750E0,-2.323530674E0,-1.544838101E-1,4.957666397E0
3.859361750E0,-3.637264013E0,4.838646576E-2,5.415102482E0
3.869358750E0,-3.961111546E0,-4.612300694E-1,5.475585938E0
3.879355750E0,-3.391992569E0,-9.496620297E-1,5.154518604E0
3.889352750E0,-2.279443026E0,-1.066489458E0,4.638013840E0
3.899350917E0,-1.060833216E0,-1.285167694E0,3.927587986E0
3.909348917E0,-2.741875947E-1,-1.885016084E0,3.738584518E0
3.919345917E0,3.010653332E-2,-2.669469833E0,4.564504623E0
